"type","path","description","method_type"
"table","results/aging/runs/run_2026_03_14_070929_tri_scaling_test/figures/waiting_time_collapse_metrics_vs_Tp.pdf","Table/status artifact: waiting time collapse metrics vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_070929_tri_scaling_test/figures/waiting_time_collapse_metrics_vs_Tp.png","Table/status artifact: waiting time collapse metrics vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_070929_tri_scaling_test/figures/within_tp_normalized_profiles_around_26K.fig","Table/status artifact: within tp normalized profiles around 26K","dip_extraction"
"table","results/aging/runs/run_2026_03_14_070929_tri_scaling_test/figures/within_tp_normalized_profiles_around_26K.pdf","Table/status artifact: within tp normalized profiles around 26K","dip_extraction"
"table","results/aging/runs/run_2026_03_14_070929_tri_scaling_test/figures/within_tp_normalized_profiles_around_26K.png","Table/status artifact: within tp normalized profiles around 26K","dip_extraction"
"table","results/aging/runs/run_2026_03_14_070929_tri_scaling_test/log.txt","Table/status artifact: log","dip_extraction"
"table","results/aging/runs/run_2026_03_14_070929_tri_scaling_test/run_notes.txt","Table/status artifact: run notes","dip_extraction"
"table","results/aging/runs/run_2026_03_14_070929_tri_scaling_test/tables/cross_temperature_per_tp_quality.csv","Table/status artifact: cross temperature per tp quality","dip_extraction"
"table","results/aging/runs/run_2026_03_14_070929_tri_scaling_test/tables/cross_temperature_per_z_metrics.csv","Table/status artifact: cross temperature per z metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_070929_tri_scaling_test/tables/cross_temperature_scenario_metrics.csv","Table/status artifact: cross temperature scenario metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_070929_tri_scaling_test/tables/mode_stability_details.csv","Table/status artifact: mode stability details","decomposition"
"table","results/aging/runs/run_2026_03_14_070929_tri_scaling_test/tables/mode_stability_metrics.csv","Table/status artifact: mode stability metrics","decomposition"
"table","results/aging/runs/run_2026_03_14_070929_tri_scaling_test/tables/rank_structure_metrics.csv","Table/status artifact: rank structure metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_070929_tri_scaling_test/tables/tri_scaling_summary.csv","Table/status artifact: tri scaling summary","dip_extraction"
"table","results/aging/runs/run_2026_03_14_070929_tri_scaling_test/tables/waiting_time_collapse_metrics.csv","Table/status artifact: waiting time collapse metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/figures/mode_stability_vs_Tp.fig","Table/status artifact: mode stability vs Tp","decomposition"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/figures/mode_stability_vs_Tp.pdf","Table/status artifact: mode stability vs Tp","decomposition"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/figures/mode_stability_vs_Tp.png","Table/status artifact: mode stability vs Tp","decomposition"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/figures/svd_spectrum_vs_temperature.fig","Table/status artifact: svd spectrum vs temperature","decomposition"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/figures/svd_spectrum_vs_temperature.pdf","Table/status artifact: svd spectrum vs temperature","decomposition"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/figures/svd_spectrum_vs_temperature.png","Table/status artifact: svd spectrum vs temperature","decomposition"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/figures/tri_cross_temperature_collapse_tau_dip.fig","Table/status artifact: tri cross temperature collapse tau dip","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/figures/tri_cross_temperature_collapse_tau_dip.pdf","Table/status artifact: tri cross temperature collapse tau dip","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/figures/tri_cross_temperature_collapse_tau_dip.png","Table/status artifact: tri cross temperature collapse tau dip","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/figures/tri_cross_temperature_collapse_tau_fm.fig","Table/status artifact: tri cross temperature collapse tau fm","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/figures/tri_cross_temperature_collapse_tau_fm.pdf","Table/status artifact: tri cross temperature collapse tau fm","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/figures/tri_cross_temperature_collapse_tau_fm.png","Table/status artifact: tri cross temperature collapse tau fm","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/figures/tri_cross_temperature_metrics.fig","Table/status artifact: tri cross temperature metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/figures/tri_cross_temperature_metrics.pdf","Table/status artifact: tri cross temperature metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/figures/tri_cross_temperature_metrics.png","Table/status artifact: tri cross temperature metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/figures/waiting_time_collapse_metrics_vs_Tp.fig","Table/status artifact: waiting time collapse metrics vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/figures/waiting_time_collapse_metrics_vs_Tp.pdf","Table/status artifact: waiting time collapse metrics vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/figures/waiting_time_collapse_metrics_vs_Tp.png","Table/status artifact: waiting time collapse metrics vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/figures/within_tp_normalized_profiles_around_26K.fig","Table/status artifact: within tp normalized profiles around 26K","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/figures/within_tp_normalized_profiles_around_26K.pdf","Table/status artifact: within tp normalized profiles around 26K","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/figures/within_tp_normalized_profiles_around_26K.png","Table/status artifact: within tp normalized profiles around 26K","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/log.txt","Table/status artifact: log","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/review/TRI_scaling_test_bundle.zip","Table/status artifact: TRI scaling test bundle","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/run_notes.txt","Table/status artifact: run notes","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/tables/cross_temperature_per_tp_quality.csv","Table/status artifact: cross temperature per tp quality","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/tables/cross_temperature_per_z_metrics.csv","Table/status artifact: cross temperature per z metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/tables/cross_temperature_scenario_metrics.csv","Table/status artifact: cross temperature scenario metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/tables/mode_stability_details.csv","Table/status artifact: mode stability details","decomposition"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/tables/mode_stability_metrics.csv","Table/status artifact: mode stability metrics","decomposition"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/tables/rank_structure_metrics.csv","Table/status artifact: rank structure metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/tables/tri_scaling_summary.csv","Table/status artifact: tri scaling summary","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/tables/waiting_time_collapse_metrics.csv","Table/status artifact: waiting time collapse metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/figures/mode_stability_vs_Tp.fig","Table/status artifact: mode stability vs Tp","decomposition"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/figures/mode_stability_vs_Tp.pdf","Table/status artifact: mode stability vs Tp","decomposition"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/figures/mode_stability_vs_Tp.png","Table/status artifact: mode stability vs Tp","decomposition"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/figures/svd_spectrum_vs_temperature.fig","Table/status artifact: svd spectrum vs temperature","decomposition"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/figures/svd_spectrum_vs_temperature.pdf","Table/status artifact: svd spectrum vs temperature","decomposition"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/figures/svd_spectrum_vs_temperature.png","Table/status artifact: svd spectrum vs temperature","decomposition"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/figures/tri_cross_temperature_collapse_tau_dip.fig","Table/status artifact: tri cross temperature collapse tau dip","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/figures/tri_cross_temperature_collapse_tau_dip.pdf","Table/status artifact: tri cross temperature collapse tau dip","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/figures/tri_cross_temperature_collapse_tau_dip.png","Table/status artifact: tri cross temperature collapse tau dip","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/figures/tri_cross_temperature_collapse_tau_fm.fig","Table/status artifact: tri cross temperature collapse tau fm","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/figures/tri_cross_temperature_collapse_tau_fm.pdf","Table/status artifact: tri cross temperature collapse tau fm","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/figures/tri_cross_temperature_collapse_tau_fm.png","Table/status artifact: tri cross temperature collapse tau fm","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/figures/tri_cross_temperature_metrics.fig","Table/status artifact: tri cross temperature metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/figures/tri_cross_temperature_metrics.pdf","Table/status artifact: tri cross temperature metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/figures/tri_cross_temperature_metrics.png","Table/status artifact: tri cross temperature metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/figures/waiting_time_collapse_metrics_vs_Tp.fig","Table/status artifact: waiting time collapse metrics vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/figures/waiting_time_collapse_metrics_vs_Tp.pdf","Table/status artifact: waiting time collapse metrics vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/figures/waiting_time_collapse_metrics_vs_Tp.png","Table/status artifact: waiting time collapse metrics vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/figures/within_tp_normalized_profiles_around_26K.fig","Table/status artifact: within tp normalized profiles around 26K","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/figures/within_tp_normalized_profiles_around_26K.pdf","Table/status artifact: within tp normalized profiles around 26K","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/figures/within_tp_normalized_profiles_around_26K.png","Table/status artifact: within tp normalized profiles around 26K","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/log.txt","Table/status artifact: log","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/review/TRI_scaling_test_bundle.zip","Table/status artifact: TRI scaling test bundle","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/run_notes.txt","Table/status artifact: run notes","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/tables/cross_temperature_per_tp_quality.csv","Table/status artifact: cross temperature per tp quality","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/tables/cross_temperature_per_z_metrics.csv","Table/status artifact: cross temperature per z metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/tables/cross_temperature_scenario_metrics.csv","Table/status artifact: cross temperature scenario metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/tables/mode_stability_details.csv","Table/status artifact: mode stability details","decomposition"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/tables/mode_stability_metrics.csv","Table/status artifact: mode stability metrics","decomposition"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/tables/rank_structure_metrics.csv","Table/status artifact: rank structure metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/tables/tri_scaling_summary.csv","Table/status artifact: tri scaling summary","dip_extraction"
"table","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/tables/waiting_time_collapse_metrics.csv","Table/status artifact: waiting time collapse metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/figures/master_curve_attempt_raw_overlap.fig","Table/status artifact: master curve attempt raw overlap","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/figures/master_curve_attempt_raw_overlap.pdf","Table/status artifact: master curve attempt raw overlap","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/figures/master_curve_attempt_raw_overlap.png","Table/status artifact: master curve attempt raw overlap","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/figures/master_curve_attempt_tau_dip.fig","Table/status artifact: master curve attempt tau dip","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/figures/master_curve_attempt_tau_dip.pdf","Table/status artifact: master curve attempt tau dip","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/figures/master_curve_attempt_tau_dip.png","Table/status artifact: master curve attempt tau dip","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/figures/master_curve_attempt_tau_fm.fig","Table/status artifact: master curve attempt tau fm","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/figures/master_curve_attempt_tau_fm.pdf","Table/status artifact: master curve attempt tau fm","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/figures/master_curve_attempt_tau_fm.png","Table/status artifact: master curve attempt tau fm","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/figures/master_curve_metrics_common_overlap.fig","Table/status artifact: master curve metrics common overlap","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/figures/master_curve_metrics_common_overlap.pdf","Table/status artifact: master curve metrics common overlap","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/figures/master_curve_metrics_common_overlap.png","Table/status artifact: master curve metrics common overlap","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/figures/phi_mode_overlays.fig","Table/status artifact: phi mode overlays","decomposition"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/figures/phi_mode_overlays.pdf","Table/status artifact: phi mode overlays","decomposition"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/figures/phi_mode_overlays.png","Table/status artifact: phi mode overlays","decomposition"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/figures/phi_similarity_matrices.fig","Table/status artifact: phi similarity matrices","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/figures/phi_similarity_matrices.pdf","Table/status artifact: phi similarity matrices","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/figures/phi_similarity_matrices.png","Table/status artifact: phi similarity matrices","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/figures/phi_vs_tp26_metrics.fig","Table/status artifact: phi vs tp26 metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/figures/phi_vs_tp26_metrics.pdf","Table/status artifact: phi vs tp26 metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/figures/phi_vs_tp26_metrics.png","Table/status artifact: phi vs tp26 metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/figures/rank1_metrics_vs_Tp.fig","Table/status artifact: rank1 metrics vs Tp","decomposition"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/figures/rank1_metrics_vs_Tp.pdf","Table/status artifact: rank1 metrics vs Tp","decomposition"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/figures/rank1_metrics_vs_Tp.png","Table/status artifact: rank1 metrics vs Tp","decomposition"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/log.txt","Table/status artifact: log","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/review/TRI_cross_temperature_bundle.zip","Table/status artifact: TRI cross temperature bundle","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/run_notes.txt","Table/status artifact: run notes","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/tables/dominant_mode_summary.csv","Table/status artifact: dominant mode summary","decomposition"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/tables/dominant_modes_vs_temperature.csv","Table/status artifact: dominant modes vs temperature","decomposition"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/tables/master_curve_amplitudes.csv","Table/status artifact: master curve amplitudes","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/tables/master_curve_comparisons.csv","Table/status artifact: master curve comparisons","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/tables/master_curve_master_modes.csv","Table/status artifact: master curve master modes","decomposition"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/tables/master_curve_per_tp_metrics.csv","Table/status artifact: master curve per tp metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/tables/master_curve_per_z_metrics.csv","Table/status artifact: master curve per z metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/tables/master_curve_scenario_metrics.csv","Table/status artifact: master curve scenario metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/tables/phi_correlation_matrix.csv","Table/status artifact: phi correlation matrix","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/tables/phi_cosine_similarity_matrix.csv","Table/status artifact: phi cosine similarity matrix","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/tables/phi_l2_difference_matrix.csv","Table/status artifact: phi l2 difference matrix","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/tables/phi_similarity_pairs.csv","Table/status artifact: phi similarity pairs","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073850_TRI_clock_consistency_test/log.txt","Table/status artifact: log","dip_extraction"
"table","results/aging/runs/run_2026_03_14_073850_TRI_clock_consistency_test/run_notes.txt","Table/status artifact: run notes","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074027_TRI_clock_consistency_test/log.txt","Table/status artifact: log","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074027_TRI_clock_consistency_test/run_notes.txt","Table/status artifact: run notes","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074415_TRI_clock_consistency_test/log.txt","Table/status artifact: log","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074415_TRI_clock_consistency_test/run_notes.txt","Table/status artifact: run notes","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074613_aging_clock_ratio_analysis/figures/loglog_clock_relation.fig","Table/status artifact: loglog clock relation","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074613_aging_clock_ratio_analysis/figures/loglog_clock_relation.pdf","Table/status artifact: loglog clock relation","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074613_aging_clock_ratio_analysis/figures/loglog_clock_relation.png","Table/status artifact: loglog clock relation","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074613_aging_clock_ratio_analysis/figures/ratio_R_vs_Tp.fig","Table/status artifact: ratio R vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074613_aging_clock_ratio_analysis/figures/ratio_R_vs_Tp.pdf","Table/status artifact: ratio R vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074613_aging_clock_ratio_analysis/figures/ratio_R_vs_Tp.png","Table/status artifact: ratio R vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074613_aging_clock_ratio_analysis/figures/tau_dip_vs_Tp.fig","Table/status artifact: tau dip vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074613_aging_clock_ratio_analysis/figures/tau_dip_vs_Tp.pdf","Table/status artifact: tau dip vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074613_aging_clock_ratio_analysis/figures/tau_dip_vs_Tp.png","Table/status artifact: tau dip vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074613_aging_clock_ratio_analysis/figures/tau_FM_vs_Tp.fig","Table/status artifact: tau FM vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074613_aging_clock_ratio_analysis/figures/tau_FM_vs_Tp.pdf","Table/status artifact: tau FM vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074613_aging_clock_ratio_analysis/figures/tau_FM_vs_Tp.png","Table/status artifact: tau FM vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074613_aging_clock_ratio_analysis/log.txt","Table/status artifact: log","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074613_aging_clock_ratio_analysis/review/aging_clock_ratio_bundle.zip","Table/status artifact: aging clock ratio bundle","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074613_aging_clock_ratio_analysis/run_notes.txt","Table/status artifact: run notes","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074613_aging_clock_ratio_analysis/tables/correlation_summary.csv","Table/status artifact: correlation summary","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074613_aging_clock_ratio_analysis/tables/source_run_manifest.csv","Table/status artifact: source run manifest","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074613_aging_clock_ratio_analysis/tables/table_clock_ratio.csv","Table/status artifact: table clock ratio","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/figures/amplitude_observable_alignment_around_26K.fig","Table/status artifact: amplitude observable alignment around 26K","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/figures/amplitude_observable_alignment_around_26K.pdf","Table/status artifact: amplitude observable alignment around 26K","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/figures/amplitude_observable_alignment_around_26K.png","Table/status artifact: amplitude observable alignment around 26K","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/figures/clock_alignment_local_clock.fig","Table/status artifact: clock alignment local clock","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/figures/clock_alignment_local_clock.pdf","Table/status artifact: clock alignment local clock","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/figures/clock_alignment_local_clock.png","Table/status artifact: clock alignment local clock","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/figures/clock_alignment_tau_dip.fig","Table/status artifact: clock alignment tau dip","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/figures/clock_alignment_tau_dip.pdf","Table/status artifact: clock alignment tau dip","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/figures/clock_alignment_tau_dip.png","Table/status artifact: clock alignment tau dip","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/figures/clock_alignment_tau_FM.fig","Table/status artifact: clock alignment tau FM","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/figures/clock_alignment_tau_FM.pdf","Table/status artifact: clock alignment tau FM","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/figures/clock_alignment_tau_FM.png","Table/status artifact: clock alignment tau FM","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/figures/factorization_metrics_vs_Tp.fig","Table/status artifact: factorization metrics vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/figures/factorization_metrics_vs_Tp.pdf","Table/status artifact: factorization metrics vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/figures/factorization_metrics_vs_Tp.png","Table/status artifact: factorization metrics vs Tp","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/figures/reconstructed_vs_original_matrices_around_26K.fig","Table/status artifact: reconstructed vs original matrices around 26K","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/figures/reconstructed_vs_original_matrices_around_26K.pdf","Table/status artifact: reconstructed vs original matrices around 26K","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/figures/reconstructed_vs_original_matrices_around_26K.png","Table/status artifact: reconstructed vs original matrices around 26K","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/figures/time_rescaling_diagnostics.fig","Table/status artifact: time rescaling diagnostics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/figures/time_rescaling_diagnostics.pdf","Table/status artifact: time rescaling diagnostics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/figures/time_rescaling_diagnostics.png","Table/status artifact: time rescaling diagnostics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/log.txt","Table/status artifact: log","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/review/TRI_clock_consistency_bundle.zip","Table/status artifact: TRI clock consistency bundle","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/run_notes.txt","Table/status artifact: run notes","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/tables/clock_collapse_metrics.csv","Table/status artifact: clock collapse metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/tables/factorization_metrics.csv","Table/status artifact: factorization metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/tables/local_clock_fit_parameters.csv","Table/status artifact: local clock fit parameters","dip_extraction"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/tables/rank1_amplitude_curves.csv","Table/status artifact: rank1 amplitude curves","decomposition"
"table","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/tables/temperature_window_metrics.csv","Table/status artifact: temperature window metrics","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/figures/amplitude_observable_alignment_around_26K.fig","Table/status artifact: amplitude observable alignment around 26K","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/figures/amplitude_observable_alignment_around_26K.pdf","Table/status artifact: amplitude observable alignment around 26K","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/figures/amplitude_observable_alignment_around_26K.png","Table/status artifact: amplitude observable alignment around 26K","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/figures/clock_alignment_local_clock.fig","Table/status artifact: clock alignment local clock","dip_extraction"
"table","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/figures/clock_alignment_local_clock.pdf","Table/status artifact: clock alignment local clock","dip_extraction"
