"file_path","line_number","kind","var","value","code"
"C:\Dev\matlab-functions\analysis\switching_relaxation_observable_comparison.m","99","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_10_112659_alignment_audit');"
"C:\Dev\matlab-functions\analysis\switching_relaxation_observable_comparison.m","99","default_runname","switchRunName","run_2026_03_10_112659_alignment_audit","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_10_112659_alignment_audit');"
"C:\Dev\matlab-functions\analysis\switching_relaxation_observable_comparison.m","100","explicit_runid_in_line","","run_2026_03_11_084425_relaxation_switching_motion_test","cfg = setDefaultField(cfg, 'motionRunName', 'run_2026_03_11_084425_relaxation_switching_motion_test');"
"C:\Dev\matlab-functions\analysis\switching_relaxation_observable_comparison.m","100","default_runname","motionRunName","run_2026_03_11_084425_relaxation_switching_motion_test","cfg = setDefaultField(cfg, 'motionRunName', 'run_2026_03_11_084425_relaxation_switching_motion_test');"
"C:\Dev\matlab-functions\analysis\switching_ridge_motion_decomposition.m","140","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_12_234016_switching_full_scaling_collapse');"
"C:\Dev\matlab-functions\analysis\switching_ridge_motion_decomposition.m","140","default_runname","switchRunName","run_2026_03_12_234016_switching_full_scaling_collapse","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_12_234016_switching_full_scaling_collapse');"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","112","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_12_234016_switching_full_scaling_collapse');"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","112","default_runname","switchRunName","run_2026_03_12_234016_switching_full_scaling_collapse","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_12_234016_switching_full_scaling_collapse');"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","113","explicit_runid_in_line","","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","113","default_runname","relaxRunName","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","114","explicit_runid_in_line","","run_2026_03_11_084425_relaxation_switching_motion_test","cfg = setDefaultField(cfg, 'motionRunName', 'run_2026_03_11_084425_relaxation_switching_motion_test');"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","114","default_runname","motionRunName","run_2026_03_11_084425_relaxation_switching_motion_test","cfg = setDefaultField(cfg, 'motionRunName', 'run_2026_03_11_084425_relaxation_switching_motion_test');"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","115","explicit_runid_in_line","","run_2026_03_13_002809_switching_width_relaxation_correlation","cfg = setDefaultField(cfg, 'baselineRunName', 'run_2026_03_13_002809_switching_width_relaxation_correlation');"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","115","default_runname","baselineRunName","run_2026_03_13_002809_switching_width_relaxation_correlation","cfg = setDefaultField(cfg, 'baselineRunName', 'run_2026_03_13_002809_switching_width_relaxation_correlation');"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","584","explicit_runid_in_line","","run_2026_03_12_004907_switching_relaxation_observable_comparis","lines(end + 1) = '- Existing older canonical `width_I(T)` versus `A(T)` comparisons already existed in `run_2026_03_12_004907_switching_relaxation_observable_comparis`, `run_2026_03_12_081243_relaxation_switching_observable_scan`, and `run_2026_03_10_220218_ridge_relaxation_comparison`.';"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","585","explicit_runid_in_line","","run_2026_03_12_084004_common_dynamical_subspace","lines(end + 1) = '- Existing indirect width-motion context already existed for the older `width_I(T)` observable in `run_2026_03_12_084004_common_dynamical_subspace`, but no dedicated full-scaling width(T) motion-coupling run was found.';"
"C:\Dev\matlab-functions\analysis\switching_width_relaxation_correlation.m","91","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_12_234016_switching_full_scaling_collapse');"
"C:\Dev\matlab-functions\analysis\switching_width_relaxation_correlation.m","91","default_runname","switchRunName","run_2026_03_12_234016_switching_full_scaling_collapse","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_12_234016_switching_full_scaling_collapse');"
"C:\Dev\matlab-functions\analysis\switching_width_relaxation_correlation.m","92","explicit_runid_in_line","","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\switching_width_relaxation_correlation.m","92","default_runname","relaxRunName","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\switching_width_relaxation_correlation.m","360","explicit_runid_in_line","","run_2026_03_12_004907_switching_relaxation_observable_comparis","lines(end + 1) = ""- Existing related run `run_2026_03_12_004907_switching_relaxation_observable_comparis` already compared the older canonical switching `width_I(T)` from the alignment audit against relaxation `A(T)` and reported Pearson `-0.5255` and Spearman `-0.6296`."";"
"C:\Dev\matlab-functions\analysis\switching_width_relaxation_correlation.m","361","explicit_runid_in_line","","run_2026_03_12_081243_relaxation_switching_observable_scan","lines(end + 1) = ""- Existing related run `run_2026_03_12_081243_relaxation_switching_observable_scan` repeated that older `width_I(T)` comparison in a consolidated scan and reported Pearson(full) `-0.525` and Spearman(full) `-0.630`."";"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","100","explicit_runid_in_line","","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","100","default_runname","relaxRunName","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","101","explicit_runid_in_line","","run_2026_03_11_011643_observable_identification_audit","cfg = setDefaultField(cfg, 'agingAuditRunName', 'run_2026_03_11_011643_observable_identification_audit');"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","101","default_runname","agingAuditRunName","run_2026_03_11_011643_observable_identification_audit","cfg = setDefaultField(cfg, 'agingAuditRunName', 'run_2026_03_11_011643_observable_identification_audit');"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","102","explicit_runid_in_line","","run_2026_03_11_082451_aging_shape_collapse_analysis","cfg = setDefaultField(cfg, 'agingCollapseRunName', 'run_2026_03_11_082451_aging_shape_collapse_analysis');"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","102","default_runname","agingCollapseRunName","run_2026_03_11_082451_aging_shape_collapse_analysis","cfg = setDefaultField(cfg, 'agingCollapseRunName', 'run_2026_03_11_082451_aging_shape_collapse_analysis');"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","103","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_10_112659_alignment_audit');"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","103","default_runname","switchRunName","run_2026_03_10_112659_alignment_audit","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_10_112659_alignment_audit');"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","104","explicit_runid_in_line","","run_2026_03_12_004907_switching_relaxation_observable_comparis","cfg = setDefaultField(cfg, 'switchCompareRunName', 'run_2026_03_12_004907_switching_relaxation_observable_comparis');"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","104","default_runname","switchCompareRunName","run_2026_03_12_004907_switching_relaxation_observable_comparis","cfg = setDefaultField(cfg, 'switchCompareRunName', 'run_2026_03_12_004907_switching_relaxation_observable_comparis');"
"C:\Dev\matlab-functions\reports\functional_form_test_analysis.m","7","explicit_runid_in_line","","run_2026_03_13_115401_AX_functional_relation_analysis","'run_2026_03_13_115401_AX_functional_relation_analysis', 'tables', 'AX_aligned_data.csv');"
"C:\Dev\matlab-functions\reports\functional_form_test_analysis.m","127","explicit_runid_in_line","","run_2026_03_22_080734_x_single_observable_residual_test_corrected","fprintf(fid, '- `results/cross_experiment/runs/run_2026_03_22_080734_x_single_observable_residual_test_corrected/reports/x_independence_single_observable_report.md`\n\n');"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041503_temperature_regime_analysis\run_temperature_regime_analysis.m","17","explicit_runid_in_line","","run_2026_03_25_031904_barrier_to_relaxation_mechanism","'run_2026_03_25_031904_barrier_to_relaxation_mechanism', 'tables', 'barrier_descriptors.csv');"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041503_temperature_regime_analysis\run_temperature_regime_analysis.m","19","explicit_runid_in_line","","run_2026_03_25_013618_pt_robust_smooth_w7","'run_2026_03_25_013618_pt_robust_smooth_w7', 'tables', 'PT_summary.csv');"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041503_temperature_regime_analysis\run_temperature_regime_analysis.m","21","explicit_runid_in_line","","run_2026_03_25_012947_rsr_child_smoothwindow_3","'run_2026_03_25_012947_rsr_child_smoothwindow_3', 'tables', 'kappa_vs_T.csv');"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041503_temperature_regime_analysis\run_temperature_regime_analysis.m","23","explicit_runid_in_line","","run_2026_03_25_040041_barrier_relaxation_mechanism_closure","'run_2026_03_25_040041_barrier_relaxation_mechanism_closure', 'tables', 'robustness_window_summary.csv');"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041503_temperature_regime_analysis\run_temperature_regime_analysis.m","25","explicit_runid_in_line","","run_2026_03_25_012515_residual_sector_robustness","'run_2026_03_25_012515_residual_sector_robustness', 'tables', 'residual_rank1_stability_summary.csv');"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041503_temperature_regime_analysis\run_temperature_regime_analysis.m","141","explicit_runid_in_line","","run_2026_03_25_012517_rsr_child_baseline","'run_2026_03_25_012517_rsr_child_baseline', 'tables', 'phi_shape.csv'), ..."
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041503_temperature_regime_analysis\run_temperature_regime_analysis.m","143","explicit_runid_in_line","","run_2026_03_25_012717_rsr_child_tmax_25k","'run_2026_03_25_012717_rsr_child_tmax_25k', 'tables', 'phi_shape.csv'), ..."
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041503_temperature_regime_analysis\run_temperature_regime_analysis.m","145","explicit_runid_in_line","","run_2026_03_25_012635_rsr_child_tmax_28k","'run_2026_03_25_012635_rsr_child_tmax_28k', 'tables', 'phi_shape.csv'));"
"C:\Dev\matlab-functions\run_kappa2_robust_audit.m","23","explicit_runid_in_line","","run_2026_03_25_043610_kappa_phi_temperature_structure_test","fb = fullfile(repoRoot,'results','switching','runs','run_2026_03_25_043610_kappa_phi_temperature_structure_test','tables','residual_rank_structure_vs_T.csv');"
"C:\Dev\matlab-functions\run_kappa2_robust_audit.m","328","explicit_runid_in_line","","run_2026_03_25_043610_kappa_phi_temperature_structure_test","'run_2026_03_25_043610_kappa_phi_temperature_structure_test', 'tables', ..."
"C:\Dev\matlab-functions\run_parameter_robustness_stage1_canonical.m","60","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","canonicalRunId = 'run_2026_03_10_112659_alignment_audit';"
"C:\Dev\matlab-functions\run_parameter_robustness_stage1b_width_kappa.m","53","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","canonicalRunId = 'run_2026_03_10_112659_alignment_audit';"
"C:\Dev\matlab-functions\run_x_vs_r_predictor_comparison_wrapper.m","15","explicit_runid_in_line","","run_2026_03_13_115401_AX_functional_relation_analysis","'run_2026_03_13_115401_AX_functional_relation_analysis', 'tables', 'AX_aligned_data.csv');"
"C:\Dev\matlab-functions\run_x_vs_r_predictor_comparison_wrapper.m","17","explicit_runid_in_line","","run_2026_03_22_001750_r_observable_export","'run_2026_03_22_001750_r_observable_export', 'observables.csv');"
"C:\Dev\matlab-functions\scripts\run_adversarial_observable_search.m","9","explicit_runid_in_line","","run_2026_03_13_071713_switching_composite_observable_scan","'run_2026_03_13_071713_switching_composite_observable_scan', ..."
"C:\Dev\matlab-functions\scripts\run_adversarial_observable_search.m","12","explicit_runid_in_line","","run_2026_03_16_173307_R_X_reconciliation_analysis","'run_2026_03_16_173307_R_X_reconciliation_analysis', ..."
"C:\Dev\matlab-functions\Switching\analysis\run_aging_kappa_comparison.m","32","explicit_runid_in_line","","run_2026_03_14_074613_aging_clock_ratio_analysis","'run_2026_03_14_074613_aging_clock_ratio_analysis', 'tables', 'table_clock_ratio.csv');"
"C:\Dev\matlab-functions\Switching\analysis\run_aging_nonlinear_law_test.m","13","explicit_runid_in_line","","run_2026_03_25_031904_barrier_to_relaxation_mechanism","'run_2026_03_25_031904_barrier_to_relaxation_mechanism', 'tables', 'barrier_descriptors.csv');"
"C:\Dev\matlab-functions\Switching\analysis\run_alpha_observable_search.m","12","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","switchingMapMatPath = 'C:/Dev/matlab-functions/results/switching/runs/run_2026_03_10_112659_alignment_audit/switching_alignment_core_data.mat';"
"C:\Dev\matlab-functions\Switching\analysis\run_alpha_physical_validity_test.m","12","explicit_runid_in_line","","run_2026_03_14_074613_aging_clock_ratio_analysis","clockRatioPath = 'C:/Dev/matlab-functions/results/aging/runs/run_2026_03_14_074613_aging_clock_ratio_analysis/tables/table_clock_ratio.csv';"
"C:\Dev\matlab-functions\Switching\analysis\run_asymmetric_spread_analysis.m","17","explicit_runid_in_line","","run_2026_03_25_013346_pt_energy_robustness_audit","'run_2026_03_25_013346_pt_energy_robustness_audit');"
"C:\Dev\matlab-functions\Switching\analysis\run_asymmetric_spread_analysis.m","141","explicit_runid_in_line","","run_2026_03_25_013346_pt_energy_robustness_audit","'Source: run_2026_03_25_013346_pt_energy_robustness_audit child PT_matrix.csv files.');"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_opening_test.m","47","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","'_extract_run_2026_03_24_220314_residual_decomposition', ..."
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_opening_test.m","48","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","'run_2026_03_24_220314_residual_decomposition');"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_opening_test.m","86","explicit_runid_in_line","","run_2026_03_24_212033_switching_barrier_distribution_from_map","'run_2026_03_24_212033_switching_barrier_distribution_from_map', 'tables', 'PT_matrix.csv');"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_physical_necessity.m","14","explicit_runid_in_line","","run_2026_03_25_031904_barrier_to_relaxation_mechanism","'run_2026_03_25_031904_barrier_to_relaxation_mechanism', 'tables', 'barrier_descriptors.csv');"
"C:\Dev\matlab-functions\Switching\analysis\run_parameter_robustness_switching_canonical.m","10","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","'run_2026_03_10_112659_alignment_audit', 'alignment_audit', 'switching_alignment_samples.csv');"
"C:\Dev\matlab-functions\Switching\analysis\run_parameter_robustness_switching_canonical.m","12","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","'run_2026_03_10_112659_alignment_audit', 'alignment_audit', 'switching_alignment_observables_vs_T.csv');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_asymmetry_link.m","211","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","cfg = localSetDef(cfg, 'canonicalDecompositionRunId', 'run_2026_03_24_220314_residual_decomposition');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_asymmetry_link.m","212","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","cfg = localSetDef(cfg, 'alignmentRunId', 'run_2026_03_10_112659_alignment_audit');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_asymmetry_link.m","213","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","cfg = localSetDef(cfg, 'fullScalingRunId', 'run_2026_03_12_234016_switching_full_scaling_collapse');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_asymmetry_link.m","214","explicit_runid_in_line","","run_2026_03_24_212033_switching_barrier_distribution_from_map","cfg = localSetDef(cfg, 'ptRunId', 'run_2026_03_24_212033_switching_barrier_distribution_from_map');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_even_deformation_test.m","64","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","'_extract_run_2026_03_24_220314_residual_decomposition', ..."
"C:\Dev\matlab-functions\Switching\analysis\run_phi_even_deformation_test.m","65","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","'run_2026_03_24_220314_residual_decomposition', 'tables', 'phi_shape.csv');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_even_deformation_test.m","525","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","cfg = localSetDef(cfg, 'canonicalDecompositionRunId', 'run_2026_03_24_220314_residual_decomposition');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_even_deformation_test.m","527","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","cfg = localSetDef(cfg, 'alignmentRunId', 'run_2026_03_10_112659_alignment_audit');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_even_deformation_test.m","528","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","cfg = localSetDef(cfg, 'fullScalingRunId', 'run_2026_03_12_234016_switching_full_scaling_collapse');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_even_deformation_test.m","529","explicit_runid_in_line","","run_2026_03_24_212033_switching_barrier_distribution_from_map","cfg = localSetDef(cfg, 'ptRunId', 'run_2026_03_24_212033_switching_barrier_distribution_from_map');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_physical_identification.m","64","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","'_extract_run_2026_03_24_220314_residual_decomposition', ..."
"C:\Dev\matlab-functions\Switching\analysis\run_phi_physical_identification.m","65","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","'run_2026_03_24_220314_residual_decomposition', 'tables', 'phi_shape.csv');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_physical_identification.m","188","explicit_runid_in_line","","run_2026_03_14_161801_switching_dynamic_shape_mode","reportLines(end+1) = ""- Dynamic shape mode / a1(T) geometry analyses: see `Switching/analysis/switching_dynamic_shape_geometry_match_analysis.m` and run `run_2026_03_14_161801_switching_dynamic_shape_mode`."";"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_physical_identification.m","237","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","'run_2026_03_24_220314_residual_decomposition');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_physical_identification.m","239","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","cfg = localSetDef(cfg, 'alignmentRunId', 'run_2026_03_10_112659_alignment_audit');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_physical_identification.m","240","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","cfg = localSetDef(cfg, 'fullScalingRunId', 'run_2026_03_12_234016_switching_full_scaling_collapse');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_physical_identification.m","241","explicit_runid_in_line","","run_2026_03_24_212033_switching_barrier_distribution_from_map","cfg = localSetDef(cfg, 'ptRunId', 'run_2026_03_24_212033_switching_barrier_distribution_from_map');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_independence_test.m","360","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","cfg = localSetDef(cfg, 'alignmentRunId', 'run_2026_03_10_112659_alignment_audit');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_independence_test.m","361","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","cfg = localSetDef(cfg, 'fullScalingRunId', 'run_2026_03_12_234016_switching_full_scaling_collapse');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_independence_test.m","362","explicit_runid_in_line","","run_2026_03_25_013356_pt_robust_canonical","cfg = localSetDef(cfg, 'ptRunId', 'run_2026_03_25_013356_pt_robust_canonical');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation_5_1.m","460","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","cfg = localSetDef(cfg, 'decompositionRunId', 'run_2026_03_24_220314_residual_decomposition');"
"C:\Dev\matlab-functions\Switching\analysis\run_prediction_falsification_test.m","191","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","cfg = setDefault(cfg, 'alignmentRunId', 'run_2026_03_10_112659_alignment_audit');"
"C:\Dev\matlab-functions\Switching\analysis\run_prediction_falsification_test.m","192","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","cfg = setDefault(cfg, 'fullScalingRunId', 'run_2026_03_12_234016_switching_full_scaling_collapse');"
"C:\Dev\matlab-functions\Switching\analysis\run_prediction_falsification_test.m","193","explicit_runid_in_line","","run_2026_03_25_013356_pt_robust_canonical","cfg = setDefault(cfg, 'ptRunId', 'run_2026_03_25_013356_pt_robust_canonical');"
"C:\Dev\matlab-functions\Switching\analysis\run_prediction_falsification_test.m","194","explicit_runid_in_line","","run_2026_03_25_031904_barrier_to_relaxation_mechanism","cfg = setDefault(cfg, 'barrierRunId', 'run_2026_03_25_031904_barrier_to_relaxation_mechanism');"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_kappa_relaxation_mapping.m","23","explicit_runid_in_line","","run_2026_03_25_013356_pt_robust_canonical","ptPath = 'C:/Dev/matlab-functions/results/switching/runs/run_2026_03_25_013356_pt_robust_canonical/tables/PT_matrix.csv';"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_kappa_relaxation_mapping.m","24","explicit_runid_in_line","","run_legacy_derivative_smoothing","rPath = 'C:/Dev/matlab-functions/results/relaxation/runs/run_legacy_derivative_smoothing/tables/S_time_cuts_values.csv';"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_kappa_relaxation_mapping.m","25","explicit_runid_in_line","","run_legacy_derivative_smoothing","metaPath = 'C:/Dev/matlab-functions/results/relaxation/runs/run_legacy_derivative_smoothing/tables/S_time_cuts_meta.csv';"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_to_relaxation_mapping.m","20","explicit_runid_in_line","","run_2026_03_25_013356_pt_robust_canonical","ptPath = 'C:/Dev/matlab-functions/results/switching/runs/run_2026_03_25_013356_pt_robust_canonical/tables/PT_matrix.csv';"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_to_relaxation_mapping.m","21","explicit_runid_in_line","","run_legacy_derivative_smoothing","rPath = 'C:/Dev/matlab-functions/results/relaxation/runs/run_legacy_derivative_smoothing/tables/S_time_cuts_values.csv';"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_to_relaxation_mapping.m","22","explicit_runid_in_line","","run_legacy_derivative_smoothing","metaPath = 'C:/Dev/matlab-functions/results/relaxation/runs/run_legacy_derivative_smoothing/tables/S_time_cuts_meta.csv';"
"C:\Dev\matlab-functions\Switching\analysis\run_residual_decomposition_22k_failure_audit.m","17","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","alignmentRunId = 'run_2026_03_10_112659_alignment_audit';"
"C:\Dev\matlab-functions\Switching\analysis\run_residual_decomposition_22k_failure_audit.m","18","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","fullScalingRunId = 'run_2026_03_12_234016_switching_full_scaling_collapse';"
"C:\Dev\matlab-functions\Switching\analysis\run_residual_decomposition_22k_failure_audit.m","19","explicit_runid_in_line","","run_2026_03_24_212033_switching_barrier_distribution_from_map","ptRunId = 'run_2026_03_24_212033_switching_barrier_distribution_from_map';"
"C:\Dev\matlab-functions\Switching\analysis\run_residual_rank2_audit.m","29","explicit_runid_in_line","","run_2026_03_25_012517_rsr_child_baseline","baseRunId = ""run_2026_03_25_012517_rsr_child_baseline"";"
"C:\Dev\matlab-functions\Switching\analysis\run_residual_temperature_structure_test.m","17","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","alignmentRunId = 'run_2026_03_10_112659_alignment_audit';"
"C:\Dev\matlab-functions\Switching\analysis\run_residual_temperature_structure_test.m","18","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","fullScalingRunId = 'run_2026_03_12_234016_switching_full_scaling_collapse';"
"C:\Dev\matlab-functions\Switching\analysis\run_residual_temperature_structure_test.m","19","explicit_runid_in_line","","run_2026_03_24_212033_switching_barrier_distribution_from_map","ptRunId = 'run_2026_03_24_212033_switching_barrier_distribution_from_map';"
"C:\Dev\matlab-functions\Switching\analysis\run_residual_temperature_structure_test.m","210","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","reportLines(end + 1) = ""- Reference saved run: `run_2026_03_24_220314_residual_decomposition` (replay via this script???s pipeline)."";"
"C:\Dev\matlab-functions\Switching\analysis\run_switching_peak_jump_audit.m","17","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","sourceRunId = 'run_2026_03_10_112659_alignment_audit';"
"C:\Dev\matlab-functions\Switching\analysis\run_switching_peak_jump_audit.m","18","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","referenceScalingRunId = 'run_2026_03_12_234016_switching_full_scaling_collapse';"
"C:\Dev\matlab-functions\Switching\analysis\run_width_interaction_closure_test.m","9","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","srcp='C:\Dev\matlab-functions\results\switching\runs\_extract_run_2026_03_24_220314_residual_decomposition\run_2026_03_24_220314_residual_decomposition\tables\residual_decomposition_sources.csv';"
"C:\Dev\matlab-functions\Switching\analysis\run_width_interaction_closure_test.m","10","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","phip='C:\Dev\matlab-functions\results\switching\runs\_extract_run_2026_03_24_220314_residual_decomposition\run_2026_03_24_220314_residual_decomposition\tables\phi_shape.csv';"
"C:\Dev\matlab-functions\Switching\analysis\run_width_interaction_closure_test.m","11","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","kpp='C:\Dev\matlab-functions\results\switching\runs\_extract_run_2026_03_24_220314_residual_decomposition\run_2026_03_24_220314_residual_decomposition\tables\kappa_vs_T.csv';"
"C:\Dev\matlab-functions\Switching\analysis\run_width_interaction_closure_test.m","32","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","if strlength(ap)==0, ap=""C:\Dev\matlab-functions\results\switching\runs\run_2026_03_10_112659_alignment_audit\switching_alignment_core_data.mat""; end"
"C:\Dev\matlab-functions\Switching\analysis\run_width_interaction_closure_test.m","33","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","if strlength(fp)==0, fp=""C:\Dev\matlab-functions\results\switching\runs\run_2026_03_12_234016_switching_full_scaling_collapse\tables\switching_full_scaling_parameters.csv""; end"
