"loss_type","method","path","evidence"
"outputs_without_current_code","phi_vs_tp26_metrics","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","phi2_deformation_fit","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","physics_context_architecture","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","physics_diagnostics_guide","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","production_deployment_checklist","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","production_sign_off_certificate","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","pt_kappa_relaxation","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","quick_reference","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","quick_start","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","r_vs_t","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","rank_structure_metrics","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","rank1_amplitude_curves","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","rank1_metrics_vs_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","ratio_r_vs_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","readme","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","readme_debug_system","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","real_data_setup_guide","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","recon_examples_raw_t","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","recon_examples_shifted_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","reconstructed_vs_original_matrices_around_26k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","reconstructswitchingamplitudelegacy","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","relaxation_aging_canonical_comparison_matlab","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","relaxation_canonical_definition","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","relaxation_dataset_validation","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","relaxation_deep","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","relaxation_deep_candidates","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","relaxation_extraction","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","relaxation_extraction_debug","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","relaxation_full_dataset","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","relaxation_m_logt_extracted","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","relaxation_measurement_canonical_self_audit_status_v2","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","relaxation_measurement_canonical_self_audit_v2","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","relaxation_measurement_focused_t0_norm_window_startup","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","relaxation_measurement_robustness","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","relaxation_measurement_robustness_audit","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","relaxation_pipeline_audit","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","relaxation_pipeline_audit_map","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","relaxation_pipeline_inconsistencies","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","relaxation_raw","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","relaxation_raw_candidates","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","relaxation_structure","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","relaxation_structure_scan","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","relaxation_time_series","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","relaxation_time_series_scan","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","relaxation_trace_samples","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","repair_metadata","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","repaired","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","repository_state","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","rescaled_curves","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","residual_structure_maps_vs_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","review","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","robust_baseline_implementation","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","row_collapse_raw_t","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","row_collapse_shifted_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","scatter_coeff_mode1_vs_dip_depth","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","scatter_coeff_mode2_vs_dip_depth","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","scatter_coeff_mode2_vs_fm_abs","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","scatter_coeff_mode3_vs_dip_t0","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","scatter_raw_t","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","scatter_shifted_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","scores_raw_t","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","scores_shifted_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","scree_raw_t","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","scree_shifted_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","separability","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","session_summary_2026_03_30","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","source_run_manifest","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","stage4_refactor_side_by_side","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","stage4_refactor_verification","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","state_flow","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","status","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","summary_filter_impact","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","summary_fit_degeneracy","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","summary_snr","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","svd","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","svd_mode_coefficients","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","svd_singular_values","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","svd_spectra_by_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","svd_spectra_vs_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","svd_spectrum_vs_temperature","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","svd_u","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","svd_v","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","switching_model","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","switching_raw_baseline_correction","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","t_axis","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","table_clock_ratio","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","tau_dip_extraction_diagnostics_vs_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","tau_dip_vs_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","tau_extracted","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","tau_fm_vs_tau_dip","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","tau_fm_vs_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","tau_rescaling_estimates","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","tau_vs_barrier","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","tau_vs_barrier_test","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","tau_vs_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","temperature_classification_table","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","temperature_window_metrics","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","time_rescaling_diagnostics","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","tmp_physical_baseline_error","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","tmp_relaxation_canonical_self_audit_probe","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","tri_clock_consistency","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","tri_clock_consistency_bundle","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","tri_collapse_diagnostics_bundle","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","tri_cross_temperature_bundle","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","tri_cross_temperature_collapse_tau_dip","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","tri_cross_temperature_collapse_tau_fm","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","tri_cross_temperature_metrics","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","tri_cross_temperature_test","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","tri_scaling","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","tri_scaling_test","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","tri_scaling_test_bundle","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","tw_axis","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","verification","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","waiting_time_collapse_metrics","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","waiting_time_collapse_metrics_vs_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","width_decomposition","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","within_tp_normalized_profiles_around_26k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","work_completion_and_handoff","(multiple)","tables/reports exist but script not found in active inventory"
"possibly_overwritten_or_archived","aging_kappa_comparison","archive/invalid|archive/stale|*.PARTIAL_DO_NOT_USE","method appears in archive+active and/or partial markers"
"possibly_overwritten_or_archived","aging_measurement_definition_audit","archive/invalid|archive/stale|*.PARTIAL_DO_NOT_USE","method appears in archive+active and/or partial markers"
"possibly_overwritten_or_archived","alpha_observable_search","archive/invalid|archive/stale|*.PARTIAL_DO_NOT_USE","method appears in archive+active and/or partial markers"
