"run_dir","manifest_exists","manifest_valid","required_outputs_defined","required_outputs_missing_count","run_status","invalid_reason"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_214124_switching_a1_model_scan","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_214125_switching_a1_single_derivative_scan","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_222708_switching_a1_model_scan","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_225930_switching_a1_static_vs_dynamic_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_131431_switching_a1_vs_dX_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_134104_switching_a1_vs_logdS_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_172302_switching_a1_vs_logdS_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_172420_switching_a1_vs_logdS_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_172539_switching_a1_vs_logdS_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_205458_switching_a1_vs_curvature_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_211022_switching_a1_vs_curvature_test","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_212718_switching_a1_vs_curvature_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_221649_switching_a1_amplitude_response_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_222144_switching_a1_amplitude_response_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_225310_switching_activation_signature_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_225418_switching_ridge_temperature_susceptibili","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_225725_switching_activation_signature_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_225730_switching_ridge_temperature_susceptibili","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_225834_switching_activation_signature_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_230047_switching_activation_signature_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_230257_switching_a1_integral_consistency_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_230258_switching_activation_signature_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_230302_switching_activation_signature_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_230935_switching_a1_integral_consistency_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_230936_switching_a1_integral_consistency_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_231316_switching_ridge_temperature_susceptibili","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_231424_switching_ridge_temperature_susceptibili","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_004449_switching_a1_integral_consistency_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_004449_switching_activation_signature_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_010353_switching_creep_barrier_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_011733_switching_activation_signature_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_012510_switching_creep_barrier_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_014254_switching_creep_scaling_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_014335_switching_creep_scaling_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_014636_switching_creep_scaling_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_014951_switching_ridge_curvature_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015033_switching_creep_scaling_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015222_switching_ridge_curvature_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015319_switching_creep_scaling_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015338_switching_ridge_curvature_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015437_switching_creep_scaling_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015455_switching_creep_scaling_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015536_switching_ridge_curvature_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015541_switching_creep_scaling_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015648_switching_creep_scaling_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015731_switching_ridge_curvature_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015738_switching_creep_scaling_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015956_switching_ridge_susceptibility_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_020941_switching_ridge_curvature_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_021030_switching_ridge_curvature_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_021331_switching_ridge_curvature_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_021808_switching_a1_vs_mobility_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_021947_switching_ridge_susceptibility_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_022315_switching_ridge_susceptibility_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_023247_switching_ridge_susceptibility_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_22_001750_x_observable_export","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_22_013049_x_observable_export_corrected","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_22_131251_switching_panel_f","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_22_192628_switching_panel_f","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_013511_switching_width_roughness_competition_te","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_013514_x_vs_r_predictor_comparison","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_013516_switching_width_roughness_competition_te","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_013517_x_vs_r_predictor_comparison","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_013519_switching_threshold_residual_structure","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_013524_switching_threshold_residual_structure","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_013645_switching_creep_scaling_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_014228_switching_threshold_residual_structure","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_014456_switching_width_roughness_competition_te","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_014506_switching_width_roughness_competition_te","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_023500_switching_width_restricted_window_analysis","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_210607_switching_barrier_distribution_from_map","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_212033_switching_barrier_distribution_from_map","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_220314_residual_decomposition","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_233256_energy_mapping","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_000845_22k_residual_failure_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_002930_peak_jump_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_003119_peak_jump_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_003337_peak_jump_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011157_residual_sector_robustness","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011157_ridge_extraction_robustness","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011203_pt_energy_robustness_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011204_rsr_child_baseline","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011228_pt_robust_canonical","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011526_rsr_child_tmax_28k","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011530_pt_robust_smooth_w3","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011605_rsr_child_tmax_25k","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011617_pt_robust_smooth_w7","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011649_rsr_child_nxgrid_180","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011702_pt_robust_sgolay_w5","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011738_rsr_child_nxgrid_260","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011758_pt_robust_no_monotone","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011852_rsr_child_smoothwindow_3","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011917_pt_robust_minpts8","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011944_rsr_child_smoothwindow_9","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012002_rsr_child_cdf_fallback_only","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012015_rsr_child_alignment_run_2026_03_09_14552","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012421_pt_energy_robustness_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012425_pt_robust_canonical","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012458_ridge_extraction_robustness","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012515_residual_sector_robustness","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012517_rsr_child_baseline","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012533_pt_robust_smooth_w3","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012617_pt_robust_smooth_w7","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012635_rsr_child_tmax_28k","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012648_pt_robust_sgolay_w5","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012717_rsr_child_tmax_25k","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012731_pt_robust_no_monotone","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012810_rsr_child_nxgrid_180","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012833_pt_robust_minpts8","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012900_rsr_child_nxgrid_260","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012947_rsr_child_smoothwindow_3","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_013028_rsr_child_smoothwindow_9","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_013202_rsr_child_cdf_fallback_only","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_013243_rsr_child_alignment_run_2026_03_09_14552","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_013346_pt_energy_robustness_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_013356_pt_robust_canonical","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_013532_pt_robust_smooth_w3","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_013618_pt_robust_smooth_w7","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_013703_pt_robust_sgolay_w5","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_013759_pt_robust_no_monotone","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_013849_pt_robust_minpts7","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_021529_phi_physical_identification","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_021547_phi_physical_identification","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_022511_pt_width_spread_observable","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_022634_phi_physical_identification_v2","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_022837_phi_asymmetry_link","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_022903_pt_width_spread_observable","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_023031_asymmetric_spread_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_023419_pt_width_spread_observable","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_023722_asymmetric_spread_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_023905_pt_width_spread_observable","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_024040_asymmetric_spread_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_024149_phi_temperature_derivative_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_024223_asymmetric_spread_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_024620_asymmetric_spread_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_024703_phi_temperature_derivative_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_025006_asymmetric_spread_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_025119_phi_temperature_derivative_test_verify","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_025841_asymmetric_spread_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_025841_phi_even_deformation_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_030329_phi_even_deformation_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_033200_collapse_failure_mode_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_033213_phi_pt_independence_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_034055_phi_pt_independence_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_034109_pt_deformation_mode_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_034604_pt_deformation_mode_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_035242_pt_deformation_mode_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_035738_pt_deformation_mode_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_040134_pt_deformation_mode_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_041024_pt_deformation_mode_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_041026_kappa_phi_temperature_structure_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_041314_phi_physical_structure_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_042423_kappa_phi_temperature_structure_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_043610_kappa_phi_temperature_structure_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_043700_collapse_failure_mode_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_160119_phi_pt_restricted_deformation_stable","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_160354_phi_pt_restricted_deformation_stable","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_160523_phi_pt_restricted_deformation_stable","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_160623_phi_pt_restricted_deformation_final_clea","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_160915_phi_pt_restricted_deformation_stable","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_195941_phi_elastic_mode_test","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_200055_phi_elastic_mode_test","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_200110_phi_elastic_mode_test","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_200129_phi_elastic_mode_test","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_200200_phi_elastic_mode_test","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_201600_phi_geometric_artifact_test","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_203006_tail_ablation_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_203400_tail_ablation_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_204359_agent18a_closure_support","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_210453_phi2_shape_physics","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_211023_phi2_shape_physics","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_211300_phi2_shape_physics","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_211445_phi2_shape_physics","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_212940_deformation_closure_agent19e_internal","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_213328_deformation_closure_agent19e_internal","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_213432_alpha_structure_agent19f_internal","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_214112_nonlinear_response_agent19h_internal","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_214510_nonlinear_response_agent19h_internal","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_214628_alpha_structure_agent19f_internal","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_215123_alpha_structure_agent19f_internal","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_215124_local_shift_agent19g_internal","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_26_001728_agent23c_full_prediction_trajectory_inte","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_26_001855_agent23c_full_prediction_trajectory_inte","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_26_002525_agent23c_full_prediction_trajectory_inte","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_26_002944_agent23c_full_prediction_trajectory_inte","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_26_024630_residual_shape_consistency_internal","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_26_025027_residual_shape_consistency_internal","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_26_152733_phi1_observable_phi2_driver_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_26_203804_phi2_deformation_structure_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_26_204113_phi2_deformation_structure_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_26_204233_phi2_deformation_structure_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_26_212734_phi2_shape_physics","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_26_214419_phi2_deformation_structure_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_26_220641_o2_pipeline_debug_decomposition","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_26_221016_o2_pipeline_debug_decomposition","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_26_222032_residual_decomposition","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_26_222944_residual_decomposition","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_27_004732_residual_decomposition","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_27_005510_residual_decomposition","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_27_161542_switching_activation_signature_test","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_27_162026_switching_activation_signature_test","YES","MISSING","YES","17","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_27_233605_minimal_canonical","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_27_235002_minimal_canonical","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_020912_minimal_canonical","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_021000_minimal_canonical","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_021547_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
