"file_path","line_number","loader_type","code"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","207","readtable","obsTbl = readtable(fullfile(switchRunDir, 'observable_matrix.csv'));"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","208","readtable","curveTbl = readtable(fullfile(switchCompareRunDir, 'tables', 'switching_relaxation_observable_curves.csv'));"
"C:\Dev\matlab-functions\Relaxation ver3\diagnostics\run_relaxation_beta_T_audit.m","202","readtable","sourceData.timelawTable = readtable(sources.timeFitResultsPath);"
"C:\Dev\matlab-functions\Relaxation ver3\diagnostics\run_relaxation_beta_T_audit.m","203","readtable","sourceData.temperatureObsTable = sortrows(readtable(sources.temperatureObsPath), 'T');"
"C:\Dev\matlab-functions\Relaxation ver3\diagnostics\run_relaxation_beta_T_audit.m","204","readtable","sourceData.modeProfilesTable = sortrows(readtable(sources.modeProfilesPath), 'temperature_K');"
"C:\Dev\matlab-functions\Relaxation ver3\diagnostics\run_relaxation_beta_T_audit.m","217","readtable","sourceData.timeGridTable = readtable(sources.timeGridPath);"
"C:\Dev\matlab-functions\Relaxation ver3\diagnostics\run_relaxation_coordinate_extraction.m","30","readtable","srcTbl = readtable(profilePath);"
"C:\Dev\matlab-functions\Switching\analysis\analyze_phi_kappa_canonical_space.m","30","readtable","summary_table = readtable(summary_file);"
"C:\Dev\matlab-functions\Switching\analysis\analyze_phi_kappa_canonical_space.m","36","readtable","status_table = readtable(status_file);"
"C:\Dev\matlab-functions\Switching\analysis\debug_fix_o2_pipeline.m","221","readtable","T_k = readtable(kappaTablePath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\experimental\run_switching_raw_baseline_correction_and_comparison.m","76","readtable","traceTbl = readtable(tracePath);"
"C:\Dev\matlab-functions\Switching\analysis\experimental\run_switching_raw_baseline_correction_and_comparison.m","316","readtable","normTbl = readtable(normalizedPath);"
"C:\Dev\matlab-functions\Switching\analysis\find_relaxation_time_series.m","71","readtable","T = readtable(fp, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\inspect_relaxation_data_structure.m","84","readtable","T = readtable(fp, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\locate_relaxation_raw_runs.m","78","load","loadData = load(fp, char(vname));"
"C:\Dev\matlab-functions\Switching\analysis\run_aging_kappa_comparison.m","38","readtable","clk = readtable(clockRatioPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_aging_kappa_comparison.m","39","readtable","alpha = readtable(alphaStructurePath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_aging_nonlinear_law_test.m","108","readtable","barrierTbl = readtable(barrierPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_aging_nonlinear_law_test.m","109","readtable","alphaTbl = readtable(alphaStructurePath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_aging_nonlinear_law_test.m","110","readtable","decompTbl = readtable(alphaDecompPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_alpha_observable_search.m","76","readtable","alphaTbl = readtable(alphaCsvPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_alpha_observable_search.m","94","load","mapData = load(switchingMapMatPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_alpha_physical_validity_test.m","49","readtable","A = readtable(alphaPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_alpha_physical_validity_test.m","132","readtable","C = readtable(clockRatioPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_asymmetric_spread_analysis.m","40","readtable","vm = readtable(childMapPath, opts);"
"C:\Dev\matlab-functions\Switching\analysis\run_asymmetric_spread_analysis.m","50","readtable","sm = readtable(smPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_asymmetric_spread_analysis.m","262","readtable","tbl = readtable(ptMatrixPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_asymmetric_spread_analysis.m","416","readtable","au = readtable(auditCsv);"
"C:\Dev\matlab-functions\Switching\analysis\run_collapse_failure_mode_test.m","30","readtable","phiTbl = readtable(phiPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_collapse_failure_mode_test.m","326","readtable","st = readtable(srcPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_collapse_failure_mode_test.m","389","load","core = load(source.alignmentCorePath, 'Smap', 'temps', 'currents');"
"C:\Dev\matlab-functions\Switching\analysis\run_collapse_failure_mode_test.m","390","readtable","paramsTbl = readtable(source.fullScalingParamsPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_collapse_failure_mode_test.m","439","readtable","tbl = readtable(ptMatrixPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_extract_tau_from_relaxation.m","76","readtable","tmp = readtable(p, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_opening_test.m","60","readtable","srcTbl = readtable(srcPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_opening_test.m","90","readtable","ptTbl = readtable(ptPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_opening_test.m","91","readtable","k1Tbl = readtable(kappa1Path, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_opening_test.m","92","readtable","k2Tbl = readtable(kappa2Path, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_operational_signature_test.m","20","readtable","samplesTbl = readtable(cfg.switchingSamplesCsv, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_operational_signature_test.m","21","readtable","kappaTbl = readtable(cfg.kappa2TableCsv, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_physical_necessity.m","94","readtable","barrierTbl = readtable(barrierPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_physical_necessity.m","95","readtable","alphaTbl = readtable(alphaStructurePath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_physical_necessity.m","96","readtable","decompTbl = readtable(alphaDecompPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_parameter_robustness_switching_canonical.m","27","readtable","Tsamp = readtable(samplesPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_parameter_robustness_switching_canonical.m","28","readtable","Tobs = readtable(obsPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_asymmetry_link.m","232","load","core = load(source.alignmentCorePath, 'Smap', 'temps', 'currents');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_asymmetry_link.m","233","readtable","paramsTbl = readtable(source.fullScalingParamsPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_asymmetry_link.m","304","readtable","obs = readtable(obsPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_even_deformation_test.m","69","readtable","phiTbl = readtable(phiCanonPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_even_deformation_test.m","767","load","core = load(source.alignmentCorePath, 'Smap', 'temps', 'currents');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_even_deformation_test.m","768","readtable","paramsTbl = readtable(source.fullScalingParamsPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_physical_identification.m","68","readtable","phiTbl = readtable(phiCanonPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_physical_identification.m","261","load","core = load(source.alignmentCorePath, 'Smap', 'temps', 'currents');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_physical_identification.m","262","readtable","paramsTbl = readtable(source.fullScalingParamsPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_physical_identification.m","476","readtable","tbl = readtable(char(ptMatrixPath));"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_physical_structure_test.m","655","load","core = load(source.alignmentCorePath, 'Smap', 'temps', 'currents');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_physical_structure_test.m","656","readtable","paramsTbl = readtable(source.fullScalingParamsPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_physical_structure_test.m","718","readtable","tbl = readtable(char(ptMatrixPath));"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_independence_test.m","227","readtable","ptSum = readtable(ptSumPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_independence_test.m","390","load","core = load(source.alignmentCorePath, 'Smap', 'temps', 'currents');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_independence_test.m","391","readtable","paramsTbl = readtable(source.fullScalingParamsPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_independence_test.m","602","readtable","tbl = readtable(ptMatrixPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation.m","51","readtable","phiTbl = readtable(phiPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation.m","55","readtable","kappaTbl = readtable(kappaPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation.m","275","readtable","st = readtable(srcPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation.m","339","load","core = load(source.alignmentCorePath, 'Smap', 'temps', 'currents');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation.m","340","readtable","paramsTbl = readtable(source.fullScalingParamsPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation.m","471","readtable","tbl = readtable(ptMatrixPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_temperature_derivative_test.m","32","readtable","phiTbl = readtable(phiPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_temperature_derivative_test.m","36","readtable","kappaTbl = readtable(kappaPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_temperature_derivative_test.m","255","readtable","st = readtable(srcPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_temperature_derivative_test.m","318","load","core = load(source.alignmentCorePath, 'Smap', 'temps', 'currents');"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_temperature_derivative_test.m","319","readtable","paramsTbl = readtable(source.fullScalingParamsPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_temperature_derivative_test.m","527","readtable","tbl = readtable(ptMatrixPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_phi2_extended_deformation_basis_test.m","73","readtable","T = readtable(csvPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_phi2_extended_deformation_basis_test.m","279","readtable","fitTblFull = readtable(outCsvPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_phi2_extended_deformation_basis_test.m","571","readtable","baselineTbl = readtable(baselinePath);"
"C:\Dev\matlab-functions\Switching\analysis\run_prediction_falsification_test.m","213","load","core = load(alignPath, 'Smap', 'temps', 'currents');"
"C:\Dev\matlab-functions\Switching\analysis\run_prediction_falsification_test.m","215","readtable","paramsTbl = readtable(scalePath);"
"C:\Dev\matlab-functions\Switching\analysis\run_prediction_falsification_test.m","253","readtable","tbl = readtable(ptSummaryPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_prediction_falsification_test.m","272","readtable","tbl = readtable(barrierPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_prediction_falsification_test.m","387","readtable","t = readtable(ptMatrixPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_pt_deformation_mode_test.m","34","readtable","phiTbl = readtable(phiPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_pt_deformation_mode_test.m","38","readtable","kappaTbl = readtable(kappaPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_pt_deformation_mode_test.m","257","readtable","st = readtable(srcPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_pt_deformation_mode_test.m","320","load","core = load(source.alignmentCorePath, 'Smap', 'temps', 'currents');"
"C:\Dev\matlab-functions\Switching\analysis\run_pt_deformation_mode_test.m","321","readtable","paramsTbl = readtable(source.fullScalingParamsPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_pt_deformation_mode_test.m","603","readtable","tbl = readtable(ptMatrixPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_kappa_relaxation_mapping.m","50","readtable","pt = readtable(ptPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_kappa_relaxation_mapping.m","51","readtable","rd = readtable(rPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_kappa_relaxation_mapping.m","52","readtable","mt = readtable(metaPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_kappa_relaxation_mapping.m","53","readtable","kp = readtable(kappaPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_to_relaxation_mapping.m","44","readtable","pt = readtable(ptPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_to_relaxation_mapping.m","45","readtable","rd = readtable(rPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_to_relaxation_mapping.m","46","readtable","meta = readtable(metaPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_pt_width_spread_observable_analysis.m","503","readtable","tbl = readtable(ptMatrixPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_relaxation_deep_search.m","109","load","matData = load(matPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_relaxation_deep_search.m","316","load","mData = load(char(fPath));"
"C:\Dev\matlab-functions\Switching\analysis\run_relaxation_extraction_from_known_runs.m","94","readtable","T = readtable(filePath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_relaxation_outlier_audit.m","111","readtable","flagsTbl = readtable(inFlagsPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_relaxation_outlier_audit.m","122","readtable","relaxTbl = readtable(inRelaxPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_relaxation_outlier_audit.m","272","readtable","alphaTbl = readtable(inAlphaPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_residual_decomposition_22k_failure_audit.m","40","readtable","paramsTbl = readtable(paramsPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_residual_rank2_audit.m","34","readtable","src = readtable(srcPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_residual_rank2_audit.m","378","readtable","raw = readtable(ptMatrixPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_residual_temperature_structure_test.m","39","readtable","paramsTbl = readtable(paramsPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_switching_peak_jump_audit.m","36","readtable","samplesTbl = readtable(samplesCsv);"
"C:\Dev\matlab-functions\Switching\analysis\run_switching_peak_jump_audit.m","39","readtable","obsTbl = readtable(obsCsv);"
"C:\Dev\matlab-functions\Switching\analysis\run_switching_peak_jump_audit.m","53","readtable","refTbl = readtable(refParamsPath);"
"C:\Dev\matlab-functions\Switching\analysis\run_tail_ablation_test.m","157","readtable","tbl = readtable(pathCsv, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_tail_ablation_test.m","171","readtable","tbl = readtable(pathCsv, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_tail_ablation_test.m","183","readtable","tbl = readtable(pathCsv, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_width_interaction_closure_test.m","28","readtable","st=readtable(srcp,'VariableNamingRule','preserve'); sv=string(st.Properties.VariableNames); sl=lower(sv);"
"C:\Dev\matlab-functions\Switching\analysis\run_width_interaction_closure_test.m","37","readtable","wt=readtable(wp,'VariableNamingRule','preserve'); pt=readtable(pp,'VariableNamingRule','preserve'); kt=readtable(kpp,'VariableNamingRule','preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_width_interaction_closure_test.m","38","readtable","ph=readtable(phip,'VariableNamingRule','preserve'); ft=readtable(char(fp),'VariableNamingRule','preserve'); pm=readtable(char(ptm),'VariableNamingRule','preserve');"
"C:\Dev\matlab-functions\Switching\analysis\run_width_interaction_closure_test.m","39","load","core=load(char(ap),'Smap','temps','currents');"
"C:\Dev\matlab-functions\Switching\analysis\run_width_interaction_closure_test_v2.m","107","load","tmp = load(f, info(idxS).name, info(idxT).name, info(idxI).name);"
"C:\Dev\matlab-functions\Switching\analysis\run_width_interaction_closure_test_v2.m","126","load","tmp2 = load(f, info(idxSPT).name, info(idxTPT).name);"
"C:\Dev\matlab-functions\Switching\analysis\run_width_interaction_closure_test_v2.m","156","load","tmp = load(f, info(idxPhi).name);"
"C:\Dev\matlab-functions\Switching\analysis\run_width_interaction_closure_test_v2.m","175","readtable","tbl = readtable(f, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\switching_a1_vs_curvature_test.m","35","readtable","a1Tbl = sortrows(readtable(source.a1Path), 'T_K');"
"C:\Dev\matlab-functions\Switching\analysis\switching_a1_vs_curvature_test.m","36","readtable","curvTbl = sortrows(readtable(source.curvaturePath), 'T_K');"
"C:\Dev\matlab-functions\Switching\analysis\switching_a1_vs_curvature_test.m","186","readtable","t = readtable(candidatePath);"
"C:\Dev\matlab-functions\Switching\analysis\switching_dynamic_shape_geometry_match_analysis.m","40","readtable","ampTbl = readtable(source.dynamicAmplitudePath);"
"C:\Dev\matlab-functions\Switching\analysis\switching_dynamic_shape_geometry_match_analysis.m","41","readtable","effTbl = readtable(source.effectiveObservablesPath);"
"C:\Dev\matlab-functions\Switching\analysis\switching_dynamic_shape_geometry_match_analysis.m","42","load","core = load(source.alignmentCorePath, 'Smap', 'temps', 'currents');"
"C:\Dev\matlab-functions\Switching\analysis\switching_dynamic_shape_geometry_match_analysis.m","223","readtable","srcTbl = readtable(source.dynamicSourcesPath);"
"C:\Dev\matlab-functions\Switching\analysis\switching_dynamic_shape_mode_analysis.m","43","load","core = load(source.alignmentCorePath, 'Smap', 'temps', 'currents');"
"C:\Dev\matlab-functions\Switching\analysis\switching_dynamic_shape_mode_analysis.m","44","readtable","paramsTbl = readtable(source.fullScalingParamsPath);"
"C:\Dev\matlab-functions\Switching\analysis\switching_effective_observables.m","36","readtable","paramsTbl = readtable(source.fullScalingParamsPath);"
"C:\Dev\matlab-functions\Switching\analysis\switching_effective_observables.m","38","readtable","samplesTbl = readtable(source.alignmentSamplesPath);"
"C:\Dev\matlab-functions\Switching\analysis\switching_effective_observables.m","39","readtable","sourceObsTbl = readtable(source.alignmentObservablesPath);"
"C:\Dev\matlab-functions\Switching\analysis\switching_energy_mapping_analysis.m","152","getLatestRun","latestRunId = string(getLatestRun('switching'));"
"C:\Dev\matlab-functions\Switching\analysis\switching_energy_mapping_analysis.m","191","readtable","tbl = readtable(ptMatrixPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\switching_energy_mapping_analysis.m","212","readtable","tbl = readtable(char(ptMatrixPath), 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\Switching\analysis\switching_energy_scale_collapse_filtered.m","50","readtable","obsTbl = readtable(obsCsv);"
"C:\Dev\matlab-functions\Switching\analysis\switching_energy_scale_collapse_filtered.m","51","readtable","samplesTbl = readtable(samplesCsv);"
"C:\Dev\matlab-functions\Switching\analysis\switching_full_scaling_collapse.m","56","readtable","obsTbl = readtable(obsCsv);"
"C:\Dev\matlab-functions\Switching\analysis\switching_full_scaling_collapse.m","57","readtable","samplesTbl = readtable(samplesCsv);"
"C:\Dev\matlab-functions\Switching\analysis\switching_full_scaling_collapse.m","173","readtable","metricsTbl = readtable(metricsPath);"
"C:\Dev\matlab-functions\Switching\analysis\switching_geometry_diagnostics.m","30","readtable","paramsTbl = readtable(paramsPath);"
"C:\Dev\matlab-functions\Switching\analysis\switching_residual_collapse_verification_analysis.m","37","load","core = load(alignmentCorePath, 'Smap', 'temps', 'currents');"
"C:\Dev\matlab-functions\Switching\analysis\switching_residual_collapse_verification_analysis.m","38","readtable","paramsTbl = readtable(fullScalingParamsPath);"
"C:\Dev\matlab-functions\Switching\analysis\switching_residual_collapse_verification_analysis.m","41","readtable","phiTbl = readtable(source.dynamicPhiPath);"
"C:\Dev\matlab-functions\Switching\analysis\switching_residual_collapse_verification_analysis.m","42","readtable","ampTbl = readtable(source.dynamicAmplitudePath);"
"C:\Dev\matlab-functions\Switching\analysis\switching_residual_decomposition_analysis.m","51","load","core = load(source.alignmentCorePath, 'Smap', 'temps', 'currents');"
"C:\Dev\matlab-functions\Switching\analysis\switching_residual_decomposition_analysis.m","52","readtable","paramsTbl = readtable(source.fullScalingParamsPath);"
"C:\Dev\matlab-functions\Switching\analysis\switching_residual_decomposition_analysis.m","360","readtable","tbl = readtable(char(ptMatrixPath));"
"C:\Dev\matlab-functions\Switching\analysis\switching_ridge_curvature_analysis.m","164","readtable","tbl = readtable(filePath);"
"C:\Dev\matlab-functions\Switching\analysis\switching_ridge_curvature_analysis.m","178","readtable","tbl = readtable(filePath);"
"C:\Dev\matlab-functions\Switching\analysis\switching_ridge_curvature_analysis.m","189","readtable","tbl = readtable(filePath);"
"C:\Dev\matlab-functions\Switching\analysis\switching_ridge_susceptibility_analysis.m","63","readtable","mapTbl = readtable(source.mapPath);"
"C:\Dev\matlab-functions\Switching\analysis\switching_ridge_susceptibility_analysis.m","64","readtable","obsTbl = sortrows(readtable(source.obsPath), 'T_K');"
"C:\Dev\matlab-functions\Switching\analysis\switching_ridge_susceptibility_analysis.m","65","readtable","a1Tbl  = sortrows(readtable(source.a1Path), 'T_K');"
"C:\Dev\matlab-functions\Switching\analysis\switching_ridge_susceptibility_test.m","36","readtable","ampTbl = sortrows(readtable(source.dynamicAmplitudePath), 'T_K');"
"C:\Dev\matlab-functions\Switching\analysis\switching_ridge_susceptibility_test.m","37","readtable","scaleTbl = sortrows(readtable(source.fullScalingParamsPath), 'T_K');"
"C:\Dev\matlab-functions\Switching\analysis\switching_ridge_susceptibility_test.m","181","readtable","srcTbl = readtable(source.dynamicSourcesPath);"
"C:\Dev\matlab-functions\Switching\analysis\switching_translation_mode_test.m","43","load","core = load(source.alignmentCorePath, 'Smap', 'temps', 'currents');"
"C:\Dev\matlab-functions\Switching\analysis\switching_translation_mode_test.m","44","readtable","paramsTbl = readtable(source.fullScalingParamsPath);"
"C:\Dev\matlab-functions\Switching\analysis\switching_translation_mode_test.m","46","readtable","phiTbl = readtable(source.dynamicPhiPath);"
"C:\Dev\matlab-functions\tools\build_kappa2_phen_inputs.m","42","readtable","alphaTbl = readtable(fullfile(repoRoot, 'tables', 'alpha_structure.csv'));"
"C:\Dev\matlab-functions\tools\build_kappa2_phen_inputs.m","43","readtable","resTbl = readtable(fullfile(repoRoot, 'results', 'switching', 'runs', 'run_2026_03_25_043610_kappa_phi_temperature_structure_test', 'tables', 'residual_rank_structure_vs_T.csv'));"
"C:\Dev\matlab-functions\tools\load_observables.m","44","readtable","tbl = readtable(csvPath, 'TextType', 'string');"
"C:\Dev\matlab-functions\tools\openLatestRun.m","13","getLatestRun","run_id = getLatestRun(experiment);"
"C:\Dev\matlab-functions\tools\run_phi1_curvature_generator_test.m","26","readtable","phiTbl = readtable(phiShapePath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\tools\run_phi1_curvature_generator_test.m","35","readtable","kappaTbl = readtable(kappaPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\tools\run_phi1_curvature_generator_test.m","43","readtable","ptTbl = readtable(ptMatrixPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\tools\run_phi1_curvature_generator_test.m","49","load","core = load(alignmentCorePath, 'currents', 'temps', 'Smap');"
"C:\Dev\matlab-functions\tools\run_phi1_curvature_generator_test.m","58","readtable","scaleTbl = readtable(scalePath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\tools\run_phi1_from_pt_shape_test.m","27","readtable","phiTbl = readtable(phiShapePath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\tools\run_phi1_from_pt_shape_test.m","43","readtable","kappaTbl = readtable(kappaPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\tools\run_phi1_from_pt_shape_test.m","56","readtable","ptTbl = readtable(ptMatrixPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\tools\run_phi1_from_pt_shape_test.m","68","load","core = load(alignmentCorePath, 'currents', 'temps', 'Smap');"
"C:\Dev\matlab-functions\tools\run_phi1_from_pt_shape_test.m","82","readtable","scaleTbl = readtable(scalePath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\tools\tau_vs_barrier_minimal_probe.m","38","readtable","aging = readtable(aging_csv);"
"C:\Dev\matlab-functions\tools\tau_vs_barrier_minimal_probe.m","39","readtable","pt = readtable(pt_csv);"
