"file_path","line","loader","targets_runs_tree","has_status_guard","PARTIAL_BLOCKED","LOADER_SAFE"
"C:\Dev\matlab-functions\Switching\analysis\run_phi1_phi2_observable_closure_test.m","33","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi1_phi2_observable_closure_test.m","41","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi1_phi2_observable_closure_test.m","46","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi1_phi2_observable_closure_test.m","51","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi2_extended_deformation_basis_test.m","73","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi2_extended_deformation_basis_test.m","279","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi2_extended_deformation_basis_test.m","571","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_asymmetry_link.m","232","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_asymmetry_link.m","233","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_asymmetry_link.m","304","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_even_deformation_test.m","69","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_even_deformation_test.m","767","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_even_deformation_test.m","768","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_physical_identification.m","68","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_physical_identification.m","261","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_physical_identification.m","262","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_physical_identification.m","476","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_physical_structure_test.m","655","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_physical_structure_test.m","656","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_physical_structure_test.m","718","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_independence_test.m","227","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_independence_test.m","390","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_independence_test.m","391","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_independence_test.m","602","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation.m","51","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation.m","55","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation.m","275","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation.m","339","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation.m","340","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation.m","471","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation_5_1.m","60","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation_5_1.m","65","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation_5_1.m","92","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation_5_1.m","533","load","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation_5_1.m","556","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation_5_1.m","592","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation_5_1.m","957","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation_stable.m","87","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation_stable.m","91","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation_stable.m","97","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation_stable.m","380","load","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation_stable.m","399","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation_stable.m","433","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_temperature_derivative_test.m","32","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_temperature_derivative_test.m","36","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_temperature_derivative_test.m","255","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_temperature_derivative_test.m","318","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_temperature_derivative_test.m","319","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_temperature_derivative_test.m","527","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_prediction_falsification_test.m","213","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_prediction_falsification_test.m","215","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_prediction_falsification_test.m","253","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_prediction_falsification_test.m","272","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_prediction_falsification_test.m","387","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_pt_deformation_mode_test.m","34","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_pt_deformation_mode_test.m","38","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_pt_deformation_mode_test.m","257","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_pt_deformation_mode_test.m","320","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_pt_deformation_mode_test.m","321","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_pt_deformation_mode_test.m","603","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_pt_energy_extraction_robustness_audit.m","70","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_pt_energy_extraction_robustness_audit.m","623","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_kappa_relaxation_mapping.m","43","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_kappa_relaxation_mapping.m","44","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_kappa_relaxation_mapping.m","45","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_kappa_relaxation_mapping.m","46","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_to_relaxation_mapping.m","37","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_to_relaxation_mapping.m","38","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_to_relaxation_mapping.m","39","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_pt_width_spread_observable_analysis.m","503","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_relaxation_deep_search.m","103","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_relaxation_deep_search.m","310","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_relaxation_extraction_from_known_runs.m","88","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_relaxation_outlier_audit.m","107","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_relaxation_outlier_audit.m","118","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_relaxation_outlier_audit.m","268","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_relaxation_outlier_audit_no_toolbox.m","106","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_relaxation_outlier_audit_no_toolbox.m","124","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_relaxation_outlier_audit_no_toolbox.m","351","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_residual_decomposition_22k_failure_audit.m","40","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_residual_rank2_audit.m","34","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_residual_rank2_audit.m","378","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_residual_temperature_structure_test.m","39","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_switching_peak_jump_audit.m","36","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_switching_peak_jump_audit.m","39","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_switching_peak_jump_audit.m","53","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_tail_ablation_test.m","157","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_tail_ablation_test.m","171","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_tail_ablation_test.m","183","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_trajectory_geometry_aging_test.m","67","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_trajectory_geometry_aging_test.m","71","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_validate_relaxation_dataset.m","65","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_width_decomposition_test.m","77","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_width_decomposition_test.m","78","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_width_decomposition_test.m","79","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_width_interaction_closure_test.m","28","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_width_interaction_closure_test.m","37","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_width_interaction_closure_test.m","38","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_width_interaction_closure_test.m","39","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_width_interaction_closure_test_v2.m","107","load","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_width_interaction_closure_test_v2.m","126","load","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_width_interaction_closure_test_v2.m","156","load","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_width_interaction_closure_test_v2.m","175","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_a1_vs_curvature_test.m","35","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_a1_vs_curvature_test.m","36","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_a1_vs_curvature_test.m","186","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_dynamic_shape_geometry_match_analysis.m","40","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_dynamic_shape_geometry_match_analysis.m","41","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_dynamic_shape_geometry_match_analysis.m","42","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_dynamic_shape_geometry_match_analysis.m","223","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_dynamic_shape_mode_analysis.m","43","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_dynamic_shape_mode_analysis.m","44","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_effective_observables.m","36","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_effective_observables.m","38","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_effective_observables.m","39","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_energy_mapping_analysis.m","191","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_energy_mapping_analysis.m","212","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_energy_scale_collapse_filtered.m","50","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_energy_scale_collapse_filtered.m","51","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_full_scaling_collapse.m","56","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_full_scaling_collapse.m","57","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_full_scaling_collapse.m","173","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_geometry_diagnostics.m","30","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_mechanism_followup.m","22","resolve_results_input_dir","NO","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_mechanism_followup.m","23","resolve_results_input_dir","NO","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_mechanism_followup.m","39","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_mechanism_followup.m","40","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_mechanism_followup.m","42","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_mechanism_survey.m","22","resolve_results_input_dir","NO","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_mechanism_survey.m","35","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_mechanism_survey.m","36","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_mode23_analysis.m","22","resolve_results_input_dir","NO","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_mode23_analysis.m","23","resolve_results_input_dir","NO","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_mode23_analysis.m","44","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_mode23_analysis.m","45","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_mode23_analysis.m","68","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_observable_basis_test.m","17","resolve_results_input_dir","NO","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_observable_basis_test.m","28","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_observable_basis_test.m","29","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_observable_stability_survey.m","44","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_residual_collapse_verification_analysis.m","37","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_residual_collapse_verification_analysis.m","38","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_residual_collapse_verification_analysis.m","41","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_residual_collapse_verification_analysis.m","42","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_residual_decomposition_analysis.m","51","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_residual_decomposition_analysis.m","52","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_residual_decomposition_analysis.m","360","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_ridge_curvature_analysis.m","164","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_ridge_curvature_analysis.m","178","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_ridge_curvature_analysis.m","189","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_ridge_susceptibility_analysis.m","63","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_ridge_susceptibility_analysis.m","64","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_ridge_susceptibility_analysis.m","65","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_ridge_susceptibility_test.m","36","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_ridge_susceptibility_test.m","37","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_ridge_susceptibility_test.m","181","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_second_coordinate_duel.m","17","resolve_results_input_dir","NO","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_second_coordinate_duel.m","18","resolve_results_input_dir","NO","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_second_coordinate_duel.m","31","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_second_coordinate_duel.m","32","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_second_coordinate_duel.m","58","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_second_structural_observable_search.m","17","resolve_results_input_dir","NO","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_second_structural_observable_search.m","18","resolve_results_input_dir","NO","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_second_structural_observable_search.m","31","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_second_structural_observable_search.m","32","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_second_structural_observable_search.m","92","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_shape_rank_analysis.m","19","resolve_results_input_dir","NO","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_shape_rank_analysis.m","30","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_translation_mode_test.m","43","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_translation_mode_test.m","44","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_translation_mode_test.m","46","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_XI_Xshape_analysis.m","20","resolve_results_input_dir","NO","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_XI_Xshape_analysis.m","39","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\switching_XI_Xshape_analysis.m","40","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\experimental\run_switching_raw_baseline_correction_and_comparison.m","76","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\experimental\run_switching_raw_baseline_correction_and_comparison.m","316","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching ver12\plots\plotAmpTempSwitchingMap_switchCh.m","309","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching ver12\plots\plotAmpTempSwitchingMap_switchCh.m","745","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching ver12\plots\plotSwitchingPanelF.m","30","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tmp\fix_aging_timescale_outputs.m","10","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tmp\refresh_tau_figure_only.m","6","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tmp\run_canonical_reconstruction_loto.m","51","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tmp\run_canonical_reconstruction_loto.m","52","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tmp\run_canonical_reconstruction_loto.m","53","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tmp\switching_physics_output_robustness_run.m","50","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\tools\build_kappa2_phen_inputs.m","42","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tools\build_kappa2_phen_inputs.m","43","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tools\get_run_status_value.m","18","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\tools\load_observables.m","44","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tools\resolve_results_input_dir.m","1","resolve_results_input_dir","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tools\run_kappa2_phen_audit.m","35","load","NO","YES","NO","YES"
"C:\Dev\matlab-functions\tools\run_phi1_curvature_generator_test.m","26","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tools\run_phi1_curvature_generator_test.m","35","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tools\run_phi1_curvature_generator_test.m","43","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tools\run_phi1_curvature_generator_test.m","49","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tools\run_phi1_curvature_generator_test.m","58","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tools\run_phi1_from_pt_shape_test.m","27","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tools\run_phi1_from_pt_shape_test.m","43","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tools\run_phi1_from_pt_shape_test.m","56","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tools\run_phi1_from_pt_shape_test.m","68","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tools\run_phi1_from_pt_shape_test.m","82","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tools\tau_vs_barrier_minimal_probe.m","38","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tools\tau_vs_barrier_minimal_probe.m","39","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tools\survey_audit\audit_run_reviews.m","512","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tools\survey_audit\audit_run_reviews.m","522","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tools\survey_audit\audit_run_reviews.m","525","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tools\survey_builder\build_rolling_surveys.m","412","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\tools\survey_builder\build_rolling_surveys.m","416","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\zfAMR ver11\appended_dat_files.m","29","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\zfAMR ver11\appended_dat_files.m","123","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\zfAMR ver11\utils\read_data.m","3","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\_legacy\test_threshold_init.m","27","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\_legacy\test_threshold_init.m","32","readtable","YES","YES","YES","YES"
