"run_id","run_dir","experiment","run_status","manifest_exists"
"run_2026_03_16_024719_relaxation_temperature_scaling_test","C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_16_024719_relaxation_temperature_scaling_test","relaxation","MISSING","YES"
"run_2026_03_16_025004_relaxation_temperature_scaling_test","C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_16_025004_relaxation_temperature_scaling_test","relaxation","MISSING","YES"
"run_2026_03_16_080251_relaxation_temperature_scaling_test","C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_16_080251_relaxation_temperature_scaling_test","relaxation","MISSING","YES"
"run_2026_03_16_080409_relaxation_temperature_scaling_test","C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_16_080409_relaxation_temperature_scaling_test","relaxation","MISSING","YES"
"run_2026_03_16_080603_relaxation_temperature_scaling_test","C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_16_080603_relaxation_temperature_scaling_test","relaxation","MISSING","YES"
"run_2026_03_16_110426_observable_catalog_completion","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_110426_observable_catalog_completion","cross_experiment","MISSING","YES"
"run_2026_03_16_110455_observable_catalog_completion","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_110455_observable_catalog_completion","cross_experiment","MISSING","YES"
"run_2026_03_16_110547_observable_catalog_completion","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_110547_observable_catalog_completion","cross_experiment","MISSING","YES"
"run_2026_03_16_110632_observable_catalog_completion","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_110632_observable_catalog_completion","cross_experiment","MISSING","YES"
"run_2026_03_16_145120_observable_physics_reduction","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_145120_observable_physics_reduction","cross_experiment","MISSING","YES"
"run_2026_03_16_145158_observable_physics_reduction","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_145158_observable_physics_reduction","cross_experiment","MISSING","YES"
"run_2026_03_16_145913_observable_physics_completeness_audit","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_145913_observable_physics_completeness_audit","cross_experiment","MISSING","YES"
"run_2026_03_16_150042_observable_physics_completeness_audit","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_150042_observable_physics_completeness_audit","cross_experiment","MISSING","YES"
"run_2026_03_16_151335_observable_basis_sufficiency_test","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_151335_observable_basis_sufficiency_test","cross_experiment","MISSING","YES"
"run_2026_03_16_151417_observable_basis_sufficiency_test","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_151417_observable_basis_sufficiency_test","cross_experiment","MISSING","YES"
"run_2026_03_16_151440_observable_basis_sufficiency_test","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_151440_observable_basis_sufficiency_test","cross_experiment","MISSING","YES"
"run_2026_03_16_151513_observable_basis_sufficiency_test","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_151513_observable_basis_sufficiency_test","cross_experiment","MISSING","YES"
"run_2026_03_16_152954_observable_basis_sufficiency_robustness","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_152954_observable_basis_sufficiency_robustness","cross_experiment","MISSING","YES"
"run_2026_03_16_153030_observable_basis_sufficiency_robustness","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_153030_observable_basis_sufficiency_robustness","cross_experiment","MISSING","YES"
"run_2026_03_16_153106_observable_basis_sufficiency_robustness","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_153106_observable_basis_sufficiency_robustness","cross_experiment","MISSING","YES"
"run_2026_03_16_173124_R_X_reconciliation_analysis","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_173124_R_X_reconciliation_analysis","cross_experiment","MISSING","YES"
"run_2026_03_16_173235_R_X_reconciliation_analysis","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_173235_R_X_reconciliation_analysis","cross_experiment","MISSING","YES"
"run_2026_03_16_173307_R_X_reconciliation_analysis","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_173307_R_X_reconciliation_analysis","cross_experiment","MISSING","YES"
"run_2026_03_17_062756_phase_diagram_synthesis","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_062756_phase_diagram_synthesis","cross_experiment","MISSING","YES"
"run_2026_03_17_062942_phase_diagram_synthesis","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_062942_phase_diagram_synthesis","cross_experiment","MISSING","YES"
"run_2026_03_17_063053_phase_diagram_synthesis","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_063053_phase_diagram_synthesis","cross_experiment","MISSING","YES"
"run_2026_03_17_063154_phase_diagram_synthesis","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_063154_phase_diagram_synthesis","cross_experiment","MISSING","YES"
"run_2026_03_17_063312_phase_diagram_synthesis","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_063312_phase_diagram_synthesis","cross_experiment","MISSING","YES"
"run_2026_03_17_063546_phase_diagram_synthesis","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_063546_phase_diagram_synthesis","cross_experiment","MISSING","YES"
"run_2026_03_17_063802_phase_diagram_synthesis","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_063802_phase_diagram_synthesis","cross_experiment","MISSING","YES"
"run_2026_03_17_063903_phase_diagram_synthesis","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_063903_phase_diagram_synthesis","cross_experiment","MISSING","YES"
"run_2026_03_17_070309_repository_documentation","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_070309_repository_documentation","cross_experiment","MISSING","YES"
"run_2026_03_17_070502_repository_documentation","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_070502_repository_documentation","cross_experiment","MISSING","YES"
"run_2026_03_17_070643_repository_documentation","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_070643_repository_documentation","cross_experiment","MISSING","YES"
"run_2026_03_17_070830_repository_documentation","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_070830_repository_documentation","cross_experiment","MISSING","YES"
"run_2026_03_17_071027_repository_documentation","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_071027_repository_documentation","cross_experiment","MISSING","YES"
"run_2026_03_17_071311_observable_naming_update","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_071311_observable_naming_update","cross_experiment","MISSING","YES"
"run_2026_03_22_001750_a_observable_export","C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_22_001750_a_observable_export","relaxation","MISSING","YES"
"run_2026_03_22_001750_r_observable_export","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_22_001750_r_observable_export","aging","MISSING","YES"
"run_2026_03_22_001750_x_observable_export","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_22_001750_x_observable_export","switching","MISSING","YES"
"run_2026_03_22_013049_x_observable_export_corrected","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_22_013049_x_observable_export_corrected","switching","MISSING","YES"
"run_2026_03_22_075347_x_single_observable_residual_test","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_22_075347_x_single_observable_residual_test","cross_experiment","MISSING","NO"
"run_2026_03_22_080529_x_single_observable_residual_test","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_22_080529_x_single_observable_residual_test","cross_experiment","MISSING","YES"
"run_2026_03_22_080734_x_single_observable_residual_test_corrected","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_22_080734_x_single_observable_residual_test_corrected","cross_experiment","MISSING","YES"
"run_2026_03_22_091015_dimensionless_constrained_basin_scan","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_22_091015_dimensionless_constrained_basin_scan","cross_experiment","MISSING","NO"
"run_2026_03_22_091808_dimensionless_constrained_basin_scan","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_22_091808_dimensionless_constrained_basin_scan","cross_experiment","MISSING","YES"
"run_2026_03_22_131251_switching_panel_f","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_22_131251_switching_panel_f","switching","MISSING","YES"
"run_2026_03_22_192628_switching_panel_f","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_22_192628_switching_panel_f","switching","MISSING","YES"
"run_2026_03_23_162548_x_necessity_tests","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_23_162548_x_necessity_tests","cross_experiment","MISSING","YES"
"run_2026_03_23_171127_basin_scan","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_23_171127_basin_scan","cross_experiment","MISSING","NO"
"run_2026_03_23_171742_basin_scan","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_23_171742_basin_scan","cross_experiment","MISSING","NO"
"run_2026_03_23_171749_svd_projection_test","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_23_171749_svd_projection_test","cross_experiment","MISSING","YES"
"run_2026_03_23_172510_svd_projection_test","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_23_172510_svd_projection_test","cross_experiment","MISSING","YES"
"run_2026_03_23_185109_functional_equivalence","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_23_185109_functional_equivalence","cross_experiment","MISSING","NO"
"run_2026_03_24_013511_switching_width_roughness_competition_te","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_013511_switching_width_roughness_competition_te","switching","MISSING","YES"
"run_2026_03_24_013514_x_vs_r_predictor_comparison","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_013514_x_vs_r_predictor_comparison","switching","MISSING","YES"
"run_2026_03_24_013516_switching_width_roughness_competition_te","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_013516_switching_width_roughness_competition_te","switching","MISSING","YES"
"run_2026_03_24_013517_x_vs_r_predictor_comparison","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_013517_x_vs_r_predictor_comparison","switching","MISSING","YES"
"run_2026_03_24_013519_switching_threshold_residual_structure","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_013519_switching_threshold_residual_structure","switching","MISSING","YES"
"run_2026_03_24_013524_switching_threshold_residual_structure","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_013524_switching_threshold_residual_structure","switching","MISSING","YES"
"run_2026_03_24_013645_switching_creep_scaling_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_013645_switching_creep_scaling_test","switching","MISSING","YES"
"run_2026_03_24_014228_switching_threshold_residual_structure","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_014228_switching_threshold_residual_structure","switching","MISSING","YES"
"run_2026_03_24_014456_switching_width_roughness_competition_te","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_014456_switching_width_roughness_competition_te","switching","MISSING","YES"
"run_2026_03_24_014506_switching_width_roughness_competition_te","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_014506_switching_width_roughness_competition_te","switching","MISSING","YES"
"run_2026_03_24_023500_switching_width_restricted_window_analysis","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_023500_switching_width_restricted_window_analysis","switching","MISSING","NO"
"run_2026_03_24_210607_switching_barrier_distribution_from_map","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_210607_switching_barrier_distribution_from_map","switching","MISSING","YES"
"run_2026_03_24_212033_switching_barrier_distribution_from_map","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_212033_switching_barrier_distribution_from_map","switching","MISSING","YES"
"run_2026_03_24_220314_residual_decomposition","C:\Dev\matlab-functions\results\switching\runs\_extract_run_2026_03_24_220314_residual_decomposition\run_2026_03_24_220314_residual_decomposition","switching","MISSING","YES"
"run_2026_03_24_220314_residual_decomposition","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_220314_residual_decomposition","switching","MISSING","YES"
"run_2026_03_24_233256_energy_mapping","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_233256_energy_mapping","switching","MISSING","YES"
"run_2026_03_25_000845_22k_residual_failure_audit","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_000845_22k_residual_failure_audit","switching","MISSING","YES"
"run_2026_03_25_002930_peak_jump_audit","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_002930_peak_jump_audit","switching","MISSING","YES"
"run_2026_03_25_003119_peak_jump_audit","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_003119_peak_jump_audit","switching","MISSING","YES"
"run_2026_03_25_003337_peak_jump_audit","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_003337_peak_jump_audit","switching","MISSING","YES"
"run_2026_03_25_011157_residual_sector_robustness","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011157_residual_sector_robustness","switching","MISSING","YES"
"run_2026_03_25_011157_ridge_extraction_robustness","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011157_ridge_extraction_robustness","switching","MISSING","YES"
"run_2026_03_25_011203_pt_energy_robustness_audit","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011203_pt_energy_robustness_audit","switching","MISSING","YES"
"run_2026_03_25_011204_rsr_child_baseline","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011204_rsr_child_baseline","switching","MISSING","YES"
"run_2026_03_25_011228_pt_robust_canonical","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011228_pt_robust_canonical","switching","MISSING","YES"
"run_2026_03_25_011526_rsr_child_tmax_28k","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011526_rsr_child_tmax_28k","switching","MISSING","YES"
"run_2026_03_25_011530_pt_robust_smooth_w3","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011530_pt_robust_smooth_w3","switching","MISSING","YES"
"run_2026_03_25_011605_rsr_child_tmax_25k","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011605_rsr_child_tmax_25k","switching","MISSING","YES"
"run_2026_03_25_011617_pt_robust_smooth_w7","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011617_pt_robust_smooth_w7","switching","MISSING","YES"
"run_2026_03_25_011649_rsr_child_nxgrid_180","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011649_rsr_child_nxgrid_180","switching","MISSING","YES"
"run_2026_03_25_011702_pt_robust_sgolay_w5","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011702_pt_robust_sgolay_w5","switching","MISSING","YES"
"run_2026_03_25_011738_rsr_child_nxgrid_260","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011738_rsr_child_nxgrid_260","switching","MISSING","YES"
"run_2026_03_25_011758_pt_robust_no_monotone","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011758_pt_robust_no_monotone","switching","MISSING","YES"
"run_2026_03_25_011852_rsr_child_smoothwindow_3","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011852_rsr_child_smoothwindow_3","switching","MISSING","YES"
"run_2026_03_25_011917_pt_robust_minpts8","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011917_pt_robust_minpts8","switching","MISSING","YES"
"run_2026_03_25_011944_rsr_child_smoothwindow_9","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_011944_rsr_child_smoothwindow_9","switching","MISSING","YES"
"run_2026_03_25_012002_rsr_child_cdf_fallback_only","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012002_rsr_child_cdf_fallback_only","switching","MISSING","YES"
"run_2026_03_25_012015_rsr_child_alignment_run_2026_03_09_14552","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012015_rsr_child_alignment_run_2026_03_09_14552","switching","MISSING","YES"
"run_2026_03_25_012421_pt_energy_robustness_audit","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012421_pt_energy_robustness_audit","switching","MISSING","YES"
"run_2026_03_25_012425_pt_robust_canonical","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012425_pt_robust_canonical","switching","MISSING","YES"
"run_2026_03_25_012458_ridge_extraction_robustness","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012458_ridge_extraction_robustness","switching","MISSING","YES"
"run_2026_03_25_012515_residual_sector_robustness","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012515_residual_sector_robustness","switching","MISSING","YES"
"run_2026_03_25_012517_rsr_child_baseline","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012517_rsr_child_baseline","switching","MISSING","YES"
"run_2026_03_25_012533_pt_robust_smooth_w3","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012533_pt_robust_smooth_w3","switching","MISSING","YES"
"run_2026_03_25_012617_pt_robust_smooth_w7","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012617_pt_robust_smooth_w7","switching","MISSING","YES"
"run_2026_03_25_012635_rsr_child_tmax_28k","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012635_rsr_child_tmax_28k","switching","MISSING","YES"
"run_2026_03_25_012648_pt_robust_sgolay_w5","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012648_pt_robust_sgolay_w5","switching","MISSING","YES"
"run_2026_03_25_012717_rsr_child_tmax_25k","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012717_rsr_child_tmax_25k","switching","MISSING","YES"
"run_2026_03_25_012731_pt_robust_no_monotone","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012731_pt_robust_no_monotone","switching","MISSING","YES"
"run_2026_03_25_012810_rsr_child_nxgrid_180","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012810_rsr_child_nxgrid_180","switching","MISSING","YES"
"run_2026_03_25_012833_pt_robust_minpts8","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012833_pt_robust_minpts8","switching","MISSING","YES"
"run_2026_03_25_012900_rsr_child_nxgrid_260","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012900_rsr_child_nxgrid_260","switching","MISSING","YES"
"run_2026_03_25_012947_rsr_child_smoothwindow_3","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_012947_rsr_child_smoothwindow_3","switching","MISSING","YES"
"run_2026_03_25_013028_rsr_child_smoothwindow_9","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_013028_rsr_child_smoothwindow_9","switching","MISSING","YES"
"run_2026_03_25_013202_rsr_child_cdf_fallback_only","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_013202_rsr_child_cdf_fallback_only","switching","MISSING","YES"
"run_2026_03_25_013243_rsr_child_alignment_run_2026_03_09_14552","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_013243_rsr_child_alignment_run_2026_03_09_14552","switching","MISSING","YES"
"run_2026_03_25_013346_pt_energy_robustness_audit","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_013346_pt_energy_robustness_audit","switching","MISSING","YES"
"run_2026_03_25_013356_pt_robust_canonical","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_013356_pt_robust_canonical","switching","MISSING","YES"
"run_2026_03_25_013532_pt_robust_smooth_w3","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_013532_pt_robust_smooth_w3","switching","MISSING","YES"
"run_2026_03_25_013618_pt_robust_smooth_w7","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_013618_pt_robust_smooth_w7","switching","MISSING","YES"
"run_2026_03_25_013703_pt_robust_sgolay_w5","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_013703_pt_robust_sgolay_w5","switching","MISSING","YES"
"run_2026_03_25_013759_pt_robust_no_monotone","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_013759_pt_robust_no_monotone","switching","MISSING","YES"
"run_2026_03_25_013849_pt_robust_minpts7","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_013849_pt_robust_minpts7","switching","MISSING","YES"
"run_2026_03_25_021529_phi_physical_identification","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_021529_phi_physical_identification","switching","MISSING","YES"
"run_2026_03_25_021547_phi_physical_identification","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_021547_phi_physical_identification","switching","MISSING","YES"
"run_2026_03_25_022511_pt_width_spread_observable","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_022511_pt_width_spread_observable","switching","MISSING","YES"
"run_2026_03_25_022634_phi_physical_identification_v2","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_022634_phi_physical_identification_v2","switching","MISSING","YES"
"run_2026_03_25_022837_phi_asymmetry_link","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_022837_phi_asymmetry_link","switching","MISSING","YES"
"run_2026_03_25_022903_pt_width_spread_observable","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_022903_pt_width_spread_observable","switching","MISSING","YES"
"run_2026_03_25_023031_asymmetric_spread_analysis","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_023031_asymmetric_spread_analysis","switching","MISSING","YES"
"run_2026_03_25_023419_pt_width_spread_observable","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_023419_pt_width_spread_observable","switching","MISSING","YES"
"run_2026_03_25_023722_asymmetric_spread_analysis","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_023722_asymmetric_spread_analysis","switching","MISSING","YES"
"run_2026_03_25_023905_pt_width_spread_observable","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_023905_pt_width_spread_observable","switching","MISSING","YES"
"run_2026_03_25_024040_asymmetric_spread_analysis","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_024040_asymmetric_spread_analysis","switching","MISSING","YES"
"run_2026_03_25_024149_phi_temperature_derivative_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_024149_phi_temperature_derivative_test","switching","MISSING","YES"
"run_2026_03_25_024223_asymmetric_spread_analysis","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_024223_asymmetric_spread_analysis","switching","MISSING","YES"
"run_2026_03_25_024620_asymmetric_spread_analysis","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_024620_asymmetric_spread_analysis","switching","MISSING","YES"
"run_2026_03_25_024703_phi_temperature_derivative_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_024703_phi_temperature_derivative_test","switching","MISSING","YES"
"run_2026_03_25_025006_asymmetric_spread_analysis","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_025006_asymmetric_spread_analysis","switching","MISSING","YES"
"run_2026_03_25_025119_phi_temperature_derivative_test_verify","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_025119_phi_temperature_derivative_test_verify","switching","MISSING","YES"
"run_2026_03_25_025841_asymmetric_spread_analysis","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_025841_asymmetric_spread_analysis","switching","MISSING","YES"
"run_2026_03_25_025841_phi_even_deformation_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_025841_phi_even_deformation_test","switching","MISSING","YES"
"run_2026_03_25_030329_phi_even_deformation_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_030329_phi_even_deformation_test","switching","MISSING","YES"
"run_2026_03_25_030732_barrier_to_relaxation_mechanism","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_030732_barrier_to_relaxation_mechanism","cross_experiment","MISSING","YES"
"run_2026_03_25_031205_barrier_to_relaxation_mechanism","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_031205_barrier_to_relaxation_mechanism","cross_experiment","MISSING","YES"
"run_2026_03_25_031904_barrier_to_relaxation_mechanism","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_031904_barrier_to_relaxation_mechanism","cross_experiment","MISSING","YES"
"run_2026_03_25_033200_collapse_failure_mode_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_033200_collapse_failure_mode_test","switching","MISSING","YES"
"run_2026_03_25_033213_phi_pt_independence_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_033213_phi_pt_independence_test","switching","MISSING","YES"
"run_2026_03_25_034055_phi_pt_independence_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_034055_phi_pt_independence_test","switching","MISSING","YES"
"run_2026_03_25_034109_pt_deformation_mode_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_034109_pt_deformation_mode_test","switching","MISSING","YES"
"run_2026_03_25_034604_pt_deformation_mode_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_034604_pt_deformation_mode_test","switching","MISSING","YES"
"run_2026_03_25_034859_barrier_relaxation_mechanism_closure","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_034859_barrier_relaxation_mechanism_closure","cross_experiment","MISSING","YES"
"run_2026_03_25_035242_pt_deformation_mode_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_035242_pt_deformation_mode_test","switching","MISSING","YES"
"run_2026_03_25_035350_barrier_relaxation_mechanism_closure","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_035350_barrier_relaxation_mechanism_closure","cross_experiment","MISSING","YES"
"run_2026_03_25_035738_pt_deformation_mode_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_035738_pt_deformation_mode_test","switching","MISSING","YES"
"run_2026_03_25_040041_barrier_relaxation_mechanism_closure","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_040041_barrier_relaxation_mechanism_closure","cross_experiment","MISSING","YES"
"run_2026_03_25_040134_pt_deformation_mode_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_040134_pt_deformation_mode_test","switching","MISSING","YES"
"run_2026_03_25_041024_pt_deformation_mode_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_041024_pt_deformation_mode_test","switching","MISSING","YES"
"run_2026_03_25_041026_kappa_phi_temperature_structure_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_041026_kappa_phi_temperature_structure_test","switching","MISSING","YES"
"run_2026_03_25_041304_pt_to_phi_prediction","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041304_pt_to_phi_prediction","cross_experiment","MISSING","YES"
"run_2026_03_25_041314_phi_physical_structure_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_041314_phi_physical_structure_test","switching","MISSING","YES"
"run_2026_03_25_041503_temperature_regime_analysis","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041503_temperature_regime_analysis","cross_experiment","MISSING","YES"
"run_2026_03_25_042420_pt_to_phi_prediction","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_042420_pt_to_phi_prediction","cross_experiment","MISSING","YES"
"run_2026_03_25_042423_kappa_phi_temperature_structure_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_25_042423_kappa_phi_temperature_structure_test","switching","MISSING","YES"
"run_2026_03_25_043508_alternative_coordinate_search","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_043508_alternative_coordinate_search","cross_experiment","MISSING","NO"
"run_2026_03_25_043540_alternative_coordinate_search","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_043540_alternative_coordinate_search","cross_experiment","MISSING","YES"
"run_2026_03_25_043540_pt_to_phi_prediction","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_043540_pt_to_phi_prediction","cross_experiment","MISSING","YES"
