"script_path","uses_template_style","has_run_context","has_required_outputs","has_rethrow","compliant"
"results/cross_experiment/runs/run_2026_03_11_093251_switching_barrier_projection/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_094519_switching_barrier_projection/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_095852_barrier_landscape_reconstruction/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_102520_barrier_landscape_reconstruction/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_111154_barrier_landscape_interpretation_review/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_111513_barrier_landscape_interpretation_review/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_111757_barrier_landscape_interpretation_review/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_203011_existing_results_state_map/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_213115_parallel_analysis_coordination/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_215040_relaxation_aging_canonical_comparison/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_215444_switching_collapse_kernel_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_215525_relaxation_aging_canonical_comparison/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_215533_switching_collapse_kernel_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_215958_relaxation_aging_canonical_comparison/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_220110_unified_crossover_map/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_220436_switching_collapse_kernel_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_220453_relaxation_tau_time_window_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_220607_switching_collapse_kernel_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_220719_switching_collapse_kernel_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_220838_switching_collapse_kernel_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_220904_relaxation_aging_canonical_comparison/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_221432_relaxation_tau_time_window_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_221600_unified_crossover_map/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_222040_switching_collapse_kernel_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_222321_relaxation_aging_canonical_comparison/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_222321_relaxation_tau_time_window_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_222612_switching_collapse_kernel_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_223108_switching_collapse_kernel_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_223145_relaxation_aging_canonical_comparison/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_223355_switching_collapse_kernel_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_223549_relaxation_tau_time_window_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_223610_unified_crossover_map/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_224153_switching_collapse_kernel_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_224713_relaxation_aging_canonical_comparison/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_225249_unified_crossover_map/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_230812_relaxation_tau_time_window_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_231731_relaxation_tau_time_window_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_232459_relaxation_tau_time_window_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_235727_switching_collapse_asymmetry_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_11_235752_switching_collapse_asymmetry_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_12_004447_switching_analysis_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_12_004513_switching_analysis_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_12_004703_switching_relaxation_observable_comparis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_12_004907_switching_relaxation_observable_comparis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_12_012249_switching_relaxation_amplitude_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_12_012407_switching_relaxation_amplitude_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_12_012410_switching_relaxation_amplitude_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_12_012602_switching_relaxation_amplitude_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_12_014828_switching_ridge_linear_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_12_015017_switching_ridge_linear_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_12_074720_unified_dynamical_crossover_synthesis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_12_074905_unified_dynamical_crossover_synthesis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_12_075103_unified_dynamical_crossover_synthesis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_12_081213_relaxation_switching_observable_scan/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_12_081243_relaxation_switching_observable_scan/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_12_084004_common_dynamical_subspace/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_001549_switching_width_relaxation_correlation/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_002324_switching_width_relaxation_correlation/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_002809_switching_width_relaxation_correlation/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_011259_switching_width_dynamics_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_020134_switching_composite_observable_scan/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_020519_switching_composite_observable_scan/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_021053_switching_composite_observable_scan/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_022413_switching_composite_observable_scan/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_071713_switching_composite_observable_scan/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_072517_ridge_motion_relaxation_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_074018_aging_fm_switching_sector_link/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_075458_aging_fm_switching_sector_link/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_082430_switching_relaxation_bridge_robustness_a/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_082753_switching_relaxation_bridge_robustness_a/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_090347_relaxation_switching_bridge_visualizatio/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_111242_motion_activity_comparison/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_111257_barrier_observable_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_111303_activation_coordinate_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_112143_barrier_observable_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_115111_AX_functional_relation_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_115401_AX_functional_relation_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_121414_AX_power_law_exponent_summary/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_121740_aging_timescale_bridge/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_122404_aging_timescale_bridge/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_123230_AX_scaling_temperature_robustness/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_153214_switching_joule_heating_null_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_153844_switching_joule_heating_null_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_154252_switching_joule_heating_null_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_13_160239_switching_joule_heating_null_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_14_063231_switching_dynamical_susceptibility/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_14_111741_aging_switching_clock_bridge/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_14_121504_switching_susceptibility_ridge_motion_te/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_14_121511_switching_chi_shift_shape_decomposition/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_14_121519_switching_dyn_susc_robustness_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_14_122017_switching_susceptibility_ridge_motion_te/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_14_131154_aging_dip_switching_shape_link/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_14_131230_switching_shape_sector_vs_collapse_asymm/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_14_131833_aging_dip_switching_shape_link/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_14_132243_aging_dip_switching_shape_link/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_14_132600_aging_dip_switching_shape_link/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_15_133614_effective_observables_catalog/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_15_172302_effective_observables_catalog/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_15_200404_effective_observables_catalog/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_15_200623_effective_observables_catalog/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_15_202022_effective_observables_catalog/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_15_205800_effective_observables_catalog/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_15_205938_effective_observables_catalog/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_15_210111_effective_observables_catalog/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_15_210315_effective_observables_catalog/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_15_210701_effective_observables_catalog/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_15_210701_effective_observables_catalog/reports/effective_observables_catalog_run_script_copy.m","NO","YES","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_15_235644_observable_physical_quantity_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_16_003331_creep_activation_scaling/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_16_003621_creep_activation_scaling/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_16_004456_creep_activation_scaling/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_16_110426_observable_catalog_completion/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_16_110455_observable_catalog_completion/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_16_110547_observable_catalog_completion/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_16_110632_observable_catalog_completion/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_16_145120_observable_physics_reduction/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_16_145158_observable_physics_reduction/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_16_145913_observable_physics_completeness_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_16_150042_observable_physics_completeness_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_16_151335_observable_basis_sufficiency_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_16_151417_observable_basis_sufficiency_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_16_151440_observable_basis_sufficiency_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_16_151513_observable_basis_sufficiency_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_16_152954_observable_basis_sufficiency_robustness/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_16_153030_observable_basis_sufficiency_robustness/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_16_153106_observable_basis_sufficiency_robustness/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_16_173124_R_X_reconciliation_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_16_173235_R_X_reconciliation_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_16_173307_R_X_reconciliation_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_17_062756_phase_diagram_synthesis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_17_062942_phase_diagram_synthesis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_17_063053_phase_diagram_synthesis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_17_063154_phase_diagram_synthesis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_17_063312_phase_diagram_synthesis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_17_063546_phase_diagram_synthesis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_17_063802_phase_diagram_synthesis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_17_063903_phase_diagram_synthesis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_17_070309_repository_documentation/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_17_070502_repository_documentation/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_17_070643_repository_documentation/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_17_070830_repository_documentation/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_17_071027_repository_documentation/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_17_071311_observable_naming_update/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_22_080529_x_single_observable_residual_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_22_080734_x_single_observable_residual_test_corrected/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_22_091808_dimensionless_constrained_basin_scan/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_23_162548_x_necessity_tests/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_23_171749_svd_projection_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_23_172510_svd_projection_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_030732_barrier_to_relaxation_mechanism/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_031205_barrier_to_relaxation_mechanism/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_031904_barrier_to_relaxation_mechanism/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_034859_barrier_relaxation_mechanism_closure/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_035350_barrier_relaxation_mechanism_closure/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_040041_barrier_relaxation_mechanism_closure/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_041304_pt_to_phi_prediction/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_041503_temperature_regime_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_041503_temperature_regime_analysis/run_temperature_regime_analysis.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_042420_pt_to_phi_prediction/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_043540_alternative_coordinate_search/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_043540_pt_to_phi_prediction/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_043622_alternative_coordinate_search/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_044142_alternative_coordinate_search/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_044412_alternative_coordinate_search/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_044523_alternative_coordinate_search/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_180406_kappa_from_pt_agent14/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_181142_barrier_to_dynamics_mechanism_agent13/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_203018_prediction_falsification_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_203406_prediction_falsification_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_233421_alpha_res_state/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_233607_alpha_res_state/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_233721_alpha_res_state/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_233808_alpha_res_state/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_233930_alpha_res_state/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_234045_alpha_res_state/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_235432_alpha_res_trajectory/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_25_235802_R_trajectory/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_26_000112_R_trajectory/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_26_002707_a_prediction_from_switching_agent24a/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_26_003414_aging_prediction_pt_state_trajectory/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_26_003741_aging_prediction_agent24b/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_26_003830_aging_prediction_agent24b/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_26_003911_aging_prediction_agent24b/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_26_003942_aging_prediction_agent24b/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_26_004501_aging_kappa1_prediction_agent24d/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_26_005343_aging_kappa1_prediction_agent24d/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_26_011319_aging_kappa2_closure/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_26_011408_aging_alpha_closure_alpha_residual/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_26_011517_aging_alpha_closure_alpha_residual/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_26_012056_aging_alpha_closure_alpha_residual/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_26_012433_aging_kappa2_closure/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_26_014455_aging_hermetic_closure_agent24i/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_2026_03_26_015008_aging_hermetic_closure_agent24i/config_snapshot.m","NO","NO","NO","NO","NO"
"results/cross_experiment/runs/run_legacy_cross_experiment/config_snapshot.m","NO","NO","NO","NO","NO"
"results/legacy_root/runs/run_legacy_results_root/config_snapshot.m","NO","NO","NO","NO","NO"
"results/phaseC/runs/run_legacy_phaseC/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_09_205312_derivative_smoothing/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_10_014001_coordinate_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_10_015246_coordinate_extraction/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_10_073818_svd_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_10_074713_svd_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_10_102734_svd_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_10_103044_svd_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_10_103713_svd_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_10_113434_svd_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_10_114441_svd_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_10_133938_time_mode_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_10_142409_geometry_observables/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_10_143118_geometry_observables/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_10_143906_timelaw_observables/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_10_150549_geometry_observables/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_10_151424_geometry_observables/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_10_175048_relaxation_observable_stability_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_11_142636_beta_T_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_11_143034_beta_T_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_11_143323_beta_T_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_11_195951_beta_T_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_16_024004_relaxation_temperature_scaling_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_16_024719_relaxation_temperature_scaling_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_16_025004_relaxation_temperature_scaling_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_16_080251_relaxation_temperature_scaling_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_16_080409_relaxation_temperature_scaling_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_16_080603_relaxation_temperature_scaling_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_27_112254_build_relaxation_dataset_pipeline_captur/config_snapshot.m","NO","NO","NO","NO","NO"
