"run_id","experiment","run_rel_path","tables_csv","reports_md","snapshot_source_run_path","snapshot_runpack_path","snapshot_analysis_ids","snapshot_report_ids","snapshot_has_entry","resolution_method"
"run_2026_03_14_074613_aging_clock_ratio_analysis","aging","results\aging\runs\run_2026_03_14_074613_aging_clock_ratio_analysis","tables/correlation_summary.csv;tables/source_run_manifest.csv;tables/table_clock_ratio.csv","reports/aging_clock_ratio_analysis_report.md","","","","","0",""
"run_2026_03_14_074701_TRI_clock_consistency_test","aging","results\aging\runs\run_2026_03_14_074701_TRI_clock_consistency_test","tables/clock_collapse_metrics.csv;tables/factorization_metrics.csv;tables/local_clock_fit_parameters.csv;tables/rank1_amplitude_curves.csv;tables/temperature_window_metrics.csv","reports/tri_clock_consistency_report.md","","","","","0",""
"run_2026_03_14_075006_TRI_clock_consistency_test","aging","results\aging\runs\run_2026_03_14_075006_TRI_clock_consistency_test","tables/clock_collapse_metrics.csv;tables/factorization_metrics.csv;tables/local_clock_fit_parameters.csv;tables/rank1_amplitude_curves.csv;tables/temperature_window_metrics.csv","reports/tri_clock_consistency_report.md","","","","","0",""
"run_2026_03_14_111741_aging_switching_clock_bridge","cross_experiment","results\cross_experiment\runs\run_2026_03_14_111741_aging_switching_clock_bridge","tables/correlation_summary.csv;tables/table_clock_switching_bridge.csv","reports/aging_switching_clock_bridge_report.md","","","","","0",""
"run_2026_03_14_121504_switching_susceptibility_ridge_motion_te","cross_experiment","results\cross_experiment\runs\run_2026_03_14_121504_switching_susceptibility_ridge_motion_te","","","","","","","0",""
"run_2026_03_14_121511_switching_chi_shift_shape_decomposition","cross_experiment","results\cross_experiment\runs\run_2026_03_14_121511_switching_chi_shift_shape_decomposition","tables/chi_decomposition_correlations.csv;tables/chi_decomposition_shifted_maps.csv;tables/chi_decomposition_vs_T.csv;tables/source_run_manifest.csv","reports/chi_shift_shape_decomposition_report.md","","","","","0",""
"run_2026_03_14_121519_switching_dyn_susc_robustness_audit","cross_experiment","results\cross_experiment\runs\run_2026_03_14_121519_switching_dyn_susc_robustness_audit","tables/susceptibility_robustness_summary.csv;tables/susceptibility_robustness_variants.csv","reports/switching_dynamical_susceptibility_robustness.md","","","","","0",""
"run_2026_03_14_122017_switching_susceptibility_ridge_motion_te","cross_experiment","results\cross_experiment\runs\run_2026_03_14_122017_switching_susceptibility_ridge_motion_te","tables/source_run_manifest.csv;tables/susceptibility_ridge_motion_aligned.csv;tables/susceptibility_ridge_motion_correlations.csv;tables/susceptibility_ridge_motion_model_summary.csv;tables/susceptibility_ridge_motion_peaks.csv","reports/switching_susceptibility_ridge_motion_test.md","","","","","0",""
"run_2026_03_14_130940_clock_ratio_temperature_support_audit","aging","results\aging\runs\run_2026_03_14_130940_clock_ratio_temperature_support_audit","","","","","","","0",""
"run_2026_03_14_131154_aging_dip_switching_shape_link","cross_experiment","results\cross_experiment\runs\run_2026_03_14_131154_aging_dip_switching_shape_link","","","","","","","0",""
"run_2026_03_14_131220_clock_ratio_temperature_support_audit","aging","results\aging\runs\run_2026_03_14_131220_clock_ratio_temperature_support_audit","","","","","","","0",""
"run_2026_03_14_131230_switching_shape_sector_vs_collapse_asymm","cross_experiment","results\cross_experiment\runs\run_2026_03_14_131230_switching_shape_sector_vs_collapse_asymm","tables/epsilon_asymmetry_vs_shape_aligned.csv;tables/epsilon_asymmetry_vs_shape_correlations.csv;tables/epsilon_asymmetry_vs_shape_peaks.csv;tables/source_run_manifest.csv","reports/switching_shape_sector_vs_collapse_asymmetry.md","","","","","0",""
"run_2026_03_14_131833_aging_dip_switching_shape_link","cross_experiment","results\cross_experiment\runs\run_2026_03_14_131833_aging_dip_switching_shape_link","","","","","","","0",""
"run_2026_03_14_131833_clock_ratio_temperature_support_audit","aging","results\aging\runs\run_2026_03_14_131833_clock_ratio_temperature_support_audit","","","","","","","0",""
"run_2026_03_14_132243_aging_dip_switching_shape_link","cross_experiment","results\cross_experiment\runs\run_2026_03_14_132243_aging_dip_switching_shape_link","","","","","","","0",""
"run_2026_03_14_132250_clock_ratio_temperature_support_audit","aging","results\aging\runs\run_2026_03_14_132250_clock_ratio_temperature_support_audit","tables/canonical_R_support_table.csv;tables/censored_support_table.csv;tables/exploratory_extended_R_support_table.csv;tables/temperature_classification_table.csv","","","","","","0",""
"run_2026_03_14_132559_clock_ratio_temperature_support_audit","aging","results\aging\runs\run_2026_03_14_132559_clock_ratio_temperature_support_audit","tables/canonical_R_support_table.csv;tables/censored_support_table.csv;tables/exploratory_extended_R_support_table.csv;tables/temperature_classification_table.csv","reports/aging_clock_ratio_temperature_support_audit_report.md","","","","","0",""
"run_2026_03_14_132600_aging_dip_switching_shape_link","cross_experiment","results\cross_experiment\runs\run_2026_03_14_132600_aging_dip_switching_shape_link","tables/aging_observables_vs_temperature.csv;tables/dip_shape_aligned_overlays.csv;tables/dip_shape_correlation_table.csv;tables/dip_shape_peak_comparison.csv;tables/source_run_manifest.csv;tables/switching_shape_observables_vs_temperature.csv","reports/aging_dip_switching_shape_link_report.md","","","","","0",""
"run_2026_03_14_133454_clock_ratio_temperature_support_audit","aging","results\aging\runs\run_2026_03_14_133454_clock_ratio_temperature_support_audit","tables/canonical_R_support_table.csv;tables/censored_support_table.csv;tables/exploratory_extended_R_support_table.csv;tables/temperature_classification_table.csv","reports/aging_clock_ratio_temperature_support_audit_report.md","","","","","0",""
"run_2026_03_14_152820_clock_ratio_lower_support_audit","aging","results\aging\runs\run_2026_03_14_152820_clock_ratio_lower_support_audit","tables/lower_boundary_summary.csv;tables/lower_temperature_classification.csv","reports/aging_clock_ratio_lower_support_audit_report.md","","","","","0",""
"run_2026_03_14_161801_switching_dynamic_shape_mode","switching","results\switching\runs\run_2026_03_14_161801_switching_dynamic_shape_mode","tables/switching_dynamic_shape_correlations.csv;tables/switching_dynamic_shape_mode_amplitudes.csv;tables/switching_dynamic_shape_modes_phi.csv;tables/switching_dynamic_shape_singular_values.csv;tables/switching_dynamic_shape_sources.csv","reports/switching_dynamic_shape_mode_report.md","","","","","0",""
"run_2026_03_14_200522_switching_residual_collapse_verification","switching","results\switching\runs\run_2026_03_14_200522_switching_residual_collapse_verification","","","","","","","0",""
"run_2026_03_14_200723_switching_residual_collapse_verification","switching","results\switching\runs\run_2026_03_14_200723_switching_residual_collapse_verification","","","","","","","0",""
"run_2026_03_14_200939_switching_residual_collapse_verification","switching","results\switching\runs\run_2026_03_14_200939_switching_residual_collapse_verification","tables/switching_residual_collapse_amplitude_comparison.csv;tables/switching_residual_collapse_correlations.csv;tables/switching_residual_collapse_master_curve.csv","reports/switching_residual_collapse_verification_report.md","","","","","0",""
"run_2026_03_14_210205_switching_ridge_susceptibility_test","switching","results\switching\runs\run_2026_03_14_210205_switching_ridge_susceptibility_test","tables/a1_vs_dIpeak_correlation.csv;tables/a1_vs_dIpeak_profiles.csv;tables/switching_ridge_susceptibility_sources.csv","reports/switching_ridge_susceptibility_test_report.md","","","","","0",""
"run_2026_03_14_210347_switching_translation_mode_test","switching","results\switching\runs\run_2026_03_14_210347_switching_translation_mode_test","tables/translation_mode_profiles.csv;tables/translation_mode_sources.csv","reports/translation_mode_test_report.md","","","","","0",""
"run_2026_03_14_210551_switching_ridge_susceptibility_test","switching","results\switching\runs\run_2026_03_14_210551_switching_ridge_susceptibility_test","tables/a1_vs_dIpeak_correlation.csv;tables/a1_vs_dIpeak_profiles.csv;tables/switching_ridge_susceptibility_sources.csv","reports/switching_ridge_susceptibility_test_report.md","","","","","0",""
"run_2026_03_14_212255_switching_ridge_motion_decomposition","switching","results\switching\runs\run_2026_03_14_212255_switching_ridge_motion_decomposition","tables/ridge_motion_contributions_vs_temperature.csv;tables/ridge_motion_region_summary.csv;tables/source_run_manifest.csv","reports/report.md","","","","","0",""
"run_2026_03_14_214124_switching_a1_model_scan","switching","results\switching\runs\run_2026_03_14_214124_switching_a1_model_scan","tables/a1_model_scan.csv;tables/observed_vs_predicted_a1_table.csv;tables/source_run_manifest.csv","reports/best_a1_models.md","","","","","0",""
"run_2026_03_14_214125_switching_a1_single_derivative_scan","switching","results\switching\runs\run_2026_03_14_214125_switching_a1_single_derivative_scan","tables/a1_geometric_derivatives_vs_T.csv;tables/a1_single_derivative_scan.csv;tables/a1_single_derivative_sources.csv","reports/a1_derivative_rankings.md","","","","","0",""
"run_2026_03_14_222708_switching_a1_model_scan","switching","results\switching\runs\run_2026_03_14_222708_switching_a1_model_scan","tables/a1_model_scan.csv;tables/observed_vs_predicted_a1_table.csv;tables/source_run_manifest.csv","reports/best_a1_models.md","","","","","0",""
"run_2026_03_14_225930_switching_a1_static_vs_dynamic_test","switching","results\switching\runs\run_2026_03_14_225930_switching_a1_static_vs_dynamic_test","tables/a1_static_vs_dynamic_correlations.csv;tables/a1_static_vs_dynamic_series.csv;tables/a1_static_vs_dynamic_sources.csv","reports/a1_predictor_rankings.md","","","","","0",""
"run_2026_03_15_131431_switching_a1_vs_dX_test","switching","results\switching\runs\run_2026_03_15_131431_switching_a1_vs_dX_test","tables/a1_vs_dX_correlation.csv;tables/a1_vs_dX_series.csv","reports/a1_vs_dX_report.md","","","","","0",""
"run_2026_03_15_133614_effective_observables_catalog","cross_experiment","results\cross_experiment\runs\run_2026_03_15_133614_effective_observables_catalog","","","","","","","0",""
"run_2026_03_15_134104_switching_a1_vs_logdS_test","switching","results\switching\runs\run_2026_03_15_134104_switching_a1_vs_logdS_test","tables/a1_vs_dlogS_correlation.csv;tables/a1_vs_dlogS_series.csv","","","","","","0",""
"run_2026_03_15_172302_effective_observables_catalog","cross_experiment","results\cross_experiment\runs\run_2026_03_15_172302_effective_observables_catalog","","","","","","","0",""
"run_2026_03_15_172302_switching_a1_vs_logdS_test","switching","results\switching\runs\run_2026_03_15_172302_switching_a1_vs_logdS_test","tables/a1_vs_dlogS_correlation.csv;tables/a1_vs_dlogS_series.csv","","","","","","0",""
"run_2026_03_15_172420_switching_a1_vs_logdS_test","switching","results\switching\runs\run_2026_03_15_172420_switching_a1_vs_logdS_test","tables/a1_vs_dlogS_correlation.csv;tables/a1_vs_dlogS_series.csv","reports/a1_vs_dlogS_report.md","","","","","0",""
"run_2026_03_15_172539_switching_a1_vs_logdS_test","switching","results\switching\runs\run_2026_03_15_172539_switching_a1_vs_logdS_test","tables/a1_vs_dlogS_correlation.csv;tables/a1_vs_dlogS_series.csv","reports/a1_vs_dlogS_report.md","","","","","0",""
"run_2026_03_15_200404_effective_observables_catalog","cross_experiment","results\cross_experiment\runs\run_2026_03_15_200404_effective_observables_catalog","","","","","","","0",""
"run_2026_03_15_200623_effective_observables_catalog","cross_experiment","results\cross_experiment\runs\run_2026_03_15_200623_effective_observables_catalog","","","","","","","0",""
"run_2026_03_15_202022_effective_observables_catalog","cross_experiment","results\cross_experiment\runs\run_2026_03_15_202022_effective_observables_catalog","","","","","","","0",""
"run_2026_03_15_205458_switching_a1_vs_curvature_test","switching","results\switching\runs\run_2026_03_15_205458_switching_a1_vs_curvature_test","","","","","","","0",""
"run_2026_03_15_205800_effective_observables_catalog","cross_experiment","results\cross_experiment\runs\run_2026_03_15_205800_effective_observables_catalog","","","","","","","0",""
"run_2026_03_15_205938_effective_observables_catalog","cross_experiment","results\cross_experiment\runs\run_2026_03_15_205938_effective_observables_catalog","tables/effective_observables_catalog.csv;tables/new_effective_observables_values.csv;tables/new_relaxation_observables_vs_T.csv;tables/new_switching_observables_vs_T.csv","","","","","","0",""
"run_2026_03_15_210111_effective_observables_catalog","cross_experiment","results\cross_experiment\runs\run_2026_03_15_210111_effective_observables_catalog","tables/effective_observables_catalog.csv;tables/new_effective_observables_values.csv;tables/new_relaxation_observables_vs_T.csv;tables/new_switching_observables_vs_T.csv","reports/effective_observables_catalog.md","","","","","0",""
"run_2026_03_15_210315_effective_observables_catalog","cross_experiment","results\cross_experiment\runs\run_2026_03_15_210315_effective_observables_catalog","tables/effective_observables_catalog.csv;tables/new_effective_observables_values.csv;tables/new_relaxation_observables_vs_T.csv;tables/new_switching_observables_vs_T.csv","reports/effective_observables_catalog.md","","","","","0",""
"run_2026_03_15_210701_effective_observables_catalog","cross_experiment","results\cross_experiment\runs\run_2026_03_15_210701_effective_observables_catalog","tables/effective_observables_catalog.csv;tables/new_effective_observables_values.csv;tables/new_relaxation_observables_vs_T.csv;tables/new_switching_observables_vs_T.csv","reports/effective_observables_catalog.md","","","","","0",""
"run_2026_03_15_211022_switching_a1_vs_curvature_test","switching","results\switching\runs\run_2026_03_15_211022_switching_a1_vs_curvature_test","","","","","","","0",""
"run_2026_03_15_212718_switching_a1_vs_curvature_test","switching","results\switching\runs\run_2026_03_15_212718_switching_a1_vs_curvature_test","tables/a1_vs_curvature_correlations.csv;tables/a1_vs_curvature_peak_alignment.csv","reports/switching_a1_vs_curvature_test.md","","","","","0",""
"run_2026_03_15_221649_switching_a1_amplitude_response_test","switching","results\switching\runs\run_2026_03_15_221649_switching_a1_amplitude_response_test","tables/a1_amplitude_response_correlations.csv;tables/a1_amplitude_response_series.csv","","","","","","0",""
"run_2026_03_15_222144_switching_a1_amplitude_response_test","switching","results\switching\runs\run_2026_03_15_222144_switching_a1_amplitude_response_test","tables/a1_amplitude_response_correlations.csv;tables/a1_amplitude_response_series.csv","reports/a1_amplitude_response_report.md","","","","","0",""
"run_2026_03_15_225310_switching_activation_signature_test","switching","results\switching\runs\run_2026_03_15_225310_switching_activation_signature_test","tables/activation_signature_correlations.csv;tables/activation_signature_peaks.csv;tables/activation_signature_series.csv","reports/activation_signature_report.md","","","","","0",""
"run_2026_03_15_225418_switching_ridge_temperature_susceptibili","switching","results\switching\runs\run_2026_03_15_225418_switching_ridge_temperature_susceptibili","tables/ridge_sridge_consistency_check.csv;tables/ridge_temperature_susceptibility_correlations.csv;tables/ridge_temperature_susceptibility_series.csv","","","","","","0",""
"run_2026_03_15_225725_switching_activation_signature_test","switching","results\switching\runs\run_2026_03_15_225725_switching_activation_signature_test","tables/activation_signature_correlations.csv;tables/activation_signature_peaks.csv;tables/activation_signature_series.csv","reports/activation_signature_report.md","","","","","0",""
"run_2026_03_15_225730_switching_ridge_temperature_susceptibili","switching","results\switching\runs\run_2026_03_15_225730_switching_ridge_temperature_susceptibili","tables/ridge_sridge_consistency_check.csv;tables/ridge_temperature_susceptibility_correlations.csv;tables/ridge_temperature_susceptibility_series.csv","","","","","","0",""
"run_2026_03_15_225834_switching_activation_signature_test","switching","results\switching\runs\run_2026_03_15_225834_switching_activation_signature_test","tables/activation_signature_correlations.csv;tables/activation_signature_peaks.csv;tables/activation_signature_series.csv","reports/activation_signature_report.md","","","","","0",""
"run_2026_03_15_230047_switching_activation_signature_test","switching","results\switching\runs\run_2026_03_15_230047_switching_activation_signature_test","tables/activation_signature_correlations.csv;tables/activation_signature_peaks.csv;tables/activation_signature_series.csv","reports/activation_signature_report.md","","","","","0",""
"run_2026_03_15_230257_switching_a1_integral_consistency_test","switching","results\switching\runs\run_2026_03_15_230257_switching_a1_integral_consistency_test","tables/a1_integral_correlations.csv;tables/a1_integral_series.csv","reports/a1_integral_consistency_report.md","","","","","0",""
"run_2026_03_15_230258_switching_activation_signature_test","switching","results\switching\runs\run_2026_03_15_230258_switching_activation_signature_test","tables/activation_signature_correlations.csv;tables/activation_signature_peaks.csv;tables/activation_signature_series.csv","reports/activation_signature_report.md","","","","","0",""
"run_2026_03_15_230302_switching_activation_signature_test","switching","results\switching\runs\run_2026_03_15_230302_switching_activation_signature_test","tables/activation_signature_correlations.csv;tables/activation_signature_peaks.csv;tables/activation_signature_series.csv","reports/activation_signature_report.md","","","","","0",""
"run_2026_03_15_230935_switching_a1_integral_consistency_test","switching","results\switching\runs\run_2026_03_15_230935_switching_a1_integral_consistency_test","tables/a1_integral_correlations.csv;tables/a1_integral_series.csv","reports/a1_integral_consistency_report.md","","","","","0",""
"run_2026_03_15_230936_switching_a1_integral_consistency_test","switching","results\switching\runs\run_2026_03_15_230936_switching_a1_integral_consistency_test","tables/a1_integral_correlations.csv;tables/a1_integral_series.csv","reports/a1_integral_consistency_report.md","","","","","0",""
"run_2026_03_15_231316_switching_ridge_temperature_susceptibili","switching","results\switching\runs\run_2026_03_15_231316_switching_ridge_temperature_susceptibili","tables/ridge_sridge_consistency_check.csv;tables/ridge_temperature_susceptibility_correlations.csv;tables/ridge_temperature_susceptibility_series.csv","","","","","","0",""
"run_2026_03_15_231424_switching_ridge_temperature_susceptibili","switching","results\switching\runs\run_2026_03_15_231424_switching_ridge_temperature_susceptibili","tables/ridge_sridge_consistency_check.csv;tables/ridge_temperature_susceptibility_correlations.csv;tables/ridge_temperature_susceptibility_series.csv","reports/ridge_temperature_susceptibility_report.md","","","","","0",""
"run_2026_03_15_235644_observable_physical_quantity_audit","cross_experiment","results\cross_experiment\runs\run_2026_03_15_235644_observable_physical_quantity_audit","","reports/observable_physical_quantity_audit.md","","","","","0",""
"run_2026_03_16_003331_creep_activation_scaling","cross_experiment","results\cross_experiment\runs\run_2026_03_16_003331_creep_activation_scaling","","","","","","","0",""
"run_2026_03_16_003621_creep_activation_scaling","cross_experiment","results\cross_experiment\runs\run_2026_03_16_003621_creep_activation_scaling","tables/creep_activation_scaling.csv","reports/creep_activation_report.md","","","","","0",""
"run_2026_03_16_004449_switching_a1_integral_consistency_test","switching","results\switching\runs\run_2026_03_16_004449_switching_a1_integral_consistency_test","tables/a1_integral_correlations.csv;tables/a1_integral_series.csv","reports/a1_integral_consistency_report.md","","","","","0",""
"run_2026_03_16_004449_switching_activation_signature_test","switching","results\switching\runs\run_2026_03_16_004449_switching_activation_signature_test","tables/activation_signature_correlations.csv;tables/activation_signature_peaks.csv;tables/activation_signature_series.csv","reports/activation_signature_report.md","","","","","0",""
"run_2026_03_16_004456_creep_activation_scaling","cross_experiment","results\cross_experiment\runs\run_2026_03_16_004456_creep_activation_scaling","tables/creep_activation_scaling.csv","reports/creep_activation_report.md","","","","","0",""
"run_2026_03_16_010353_switching_creep_barrier_analysis","switching","results\switching\runs\run_2026_03_16_010353_switching_creep_barrier_analysis","","","","","","","0",""
"run_2026_03_16_011733_switching_activation_signature_test","switching","results\switching\runs\run_2026_03_16_011733_switching_activation_signature_test","tables/activation_signature_correlations.csv;tables/activation_signature_peaks.csv;tables/activation_signature_series.csv","reports/activation_signature_report.md","","","","","0",""
"run_2026_03_16_012510_switching_creep_barrier_analysis","switching","results\switching\runs\run_2026_03_16_012510_switching_creep_barrier_analysis","tables/switching_creep_barrier_fits.csv","reports/switching_creep_barrier_report.md","","","","","0",""
"run_2026_03_16_014254_switching_creep_scaling_test","switching","results\switching\runs\run_2026_03_16_014254_switching_creep_scaling_test","tables/switching_creep_scaling_fit.csv","","","","","","0",""
"run_2026_03_16_014335_switching_creep_scaling_test","switching","results\switching\runs\run_2026_03_16_014335_switching_creep_scaling_test","tables/switching_creep_scaling_fit.csv","","","","","","0",""
"run_2026_03_16_014636_switching_creep_scaling_test","switching","results\switching\runs\run_2026_03_16_014636_switching_creep_scaling_test","tables/switching_creep_scaling_fit.csv","","","","","","0",""
"run_2026_03_16_014951_switching_ridge_curvature_analysis","switching","results\switching\runs\run_2026_03_16_014951_switching_ridge_curvature_analysis","","","","","","","0",""
"run_2026_03_16_015033_switching_creep_scaling_test","switching","results\switching\runs\run_2026_03_16_015033_switching_creep_scaling_test","tables/switching_creep_scaling_fit.csv","reports/switching_creep_scaling_report.md","","","","","0",""
"run_2026_03_16_015222_switching_ridge_curvature_analysis","switching","results\switching\runs\run_2026_03_16_015222_switching_ridge_curvature_analysis","","","","","","","0",""
"run_2026_03_16_015319_switching_creep_scaling_test","switching","results\switching\runs\run_2026_03_16_015319_switching_creep_scaling_test","tables/switching_creep_scaling_fit.csv","reports/switching_creep_scaling_report.md","","","","","0",""
"run_2026_03_16_015338_switching_ridge_curvature_analysis","switching","results\switching\runs\run_2026_03_16_015338_switching_ridge_curvature_analysis","tables/ridge_curvature_correlations.csv;tables/ridge_curvature_diagnostics.csv;tables/ridge_curvature_peaks.csv;tables/ridge_curvature_vs_T.csv","reports/ridge_curvature_analysis.md","","","","","0",""
"run_2026_03_16_015437_switching_creep_scaling_test","switching","results\switching\runs\run_2026_03_16_015437_switching_creep_scaling_test","tables/switching_creep_scaling_fit.csv","reports/switching_creep_scaling_report.md","","","","","0",""
"run_2026_03_16_015455_switching_creep_scaling_test","switching","results\switching\runs\run_2026_03_16_015455_switching_creep_scaling_test","tables/switching_creep_scaling_fit.csv","reports/switching_creep_scaling_report.md","","","","","0",""
"run_2026_03_16_015536_switching_ridge_curvature_analysis","switching","results\switching\runs\run_2026_03_16_015536_switching_ridge_curvature_analysis","tables/ridge_curvature_correlations.csv;tables/ridge_curvature_diagnostics.csv;tables/ridge_curvature_peaks.csv;tables/ridge_curvature_vs_T.csv","reports/ridge_curvature_analysis.md","","","","","0",""
"run_2026_03_16_015541_switching_creep_scaling_test","switching","results\switching\runs\run_2026_03_16_015541_switching_creep_scaling_test","tables/switching_creep_scaling_fit.csv","","","","","","0",""
"run_2026_03_16_015648_switching_creep_scaling_test","switching","results\switching\runs\run_2026_03_16_015648_switching_creep_scaling_test","tables/switching_creep_scaling_fit.csv","reports/switching_creep_scaling_report.md","","","","","0",""
"run_2026_03_16_015731_switching_ridge_curvature_analysis","switching","results\switching\runs\run_2026_03_16_015731_switching_ridge_curvature_analysis","tables/ridge_curvature_correlations.csv;tables/ridge_curvature_diagnostics.csv;tables/ridge_curvature_peaks.csv;tables/ridge_curvature_vs_T.csv","reports/ridge_curvature_analysis.md","","","","","0",""
"run_2026_03_16_015738_switching_creep_scaling_test","switching","results\switching\runs\run_2026_03_16_015738_switching_creep_scaling_test","tables/switching_creep_scaling_fit.csv","reports/switching_creep_scaling_report.md","","","","","0",""
"run_2026_03_16_015956_switching_ridge_susceptibility_analysis","switching","results\switching\runs\run_2026_03_16_015956_switching_ridge_susceptibility_analysis","","","","","","","0",""
"run_2026_03_16_020941_switching_ridge_curvature_analysis","switching","results\switching\runs\run_2026_03_16_020941_switching_ridge_curvature_analysis","tables/ridge_curvature_correlations.csv;tables/ridge_curvature_diagnostics.csv;tables/ridge_curvature_peaks.csv;tables/ridge_curvature_vs_T.csv","","","","","","0",""
"run_2026_03_16_021030_switching_ridge_curvature_analysis","switching","results\switching\runs\run_2026_03_16_021030_switching_ridge_curvature_analysis","tables/ridge_curvature_correlations.csv;tables/ridge_curvature_diagnostics.csv;tables/ridge_curvature_peaks.csv;tables/ridge_curvature_vs_T.csv","","","","","","0",""
"run_2026_03_16_021331_switching_ridge_curvature_analysis","switching","results\switching\runs\run_2026_03_16_021331_switching_ridge_curvature_analysis","tables/ridge_curvature_correlations.csv;tables/ridge_curvature_diagnostics.csv;tables/ridge_curvature_peaks.csv;tables/ridge_curvature_vs_T.csv","reports/ridge_curvature_analysis.md","","","","","0",""
"run_2026_03_16_021808_switching_a1_vs_mobility_test","switching","results\switching\runs\run_2026_03_16_021808_switching_a1_vs_mobility_test","tables/a1_vs_mobility_correlations.csv;tables/a1_vs_mobility_peaks.csv;tables/a1_vs_mobility_series.csv","reports/a1_vs_mobility_report.md","","","","","0",""
"run_2026_03_16_021947_switching_ridge_susceptibility_analysis","switching","results\switching\runs\run_2026_03_16_021947_switching_ridge_susceptibility_analysis","tables/ridge_susceptibility_correlations.csv;tables/ridge_susceptibility_loglog_fit.csv;tables/ridge_susceptibility_peak_alignment.csv;tables/ridge_susceptibility_vs_temperature.csv","reports/ridge_susceptibility_analysis.md","","","","","0",""
"run_2026_03_16_022315_switching_ridge_susceptibility_analysis","switching","results\switching\runs\run_2026_03_16_022315_switching_ridge_susceptibility_analysis","","","","","","","0",""
"run_2026_03_16_023247_switching_ridge_susceptibility_analysis","switching","results\switching\runs\run_2026_03_16_023247_switching_ridge_susceptibility_analysis","tables/ridge_susceptibility_correlations.csv;tables/ridge_susceptibility_loglog_fit.csv;tables/ridge_susceptibility_peak_alignment.csv;tables/ridge_susceptibility_vs_temperature.csv","reports/ridge_susceptibility_analysis.md","","","","","0",""
"run_2026_03_16_023652_aging_clock_ratio_temperature_scaling","aging","results\aging\runs\run_2026_03_16_023652_aging_clock_ratio_temperature_scaling","tables/aging_clock_ratio_temperature_scaling.csv;tables/clock_ratio_data.csv","reports/aging_clock_ratio_temperature_scaling_report.md","results/aging/runs/run_2026_03_16_023652_aging_clock_ratio_temperature_scaling","30_runs_evidence/runpacks/runpack__aging__run_2026_03_16_023652_aging_clock_ratio_temperature_scaling__v2026_03_23.zip","analysis_aging_clock_ratio_temperature_scaling","report_aging_clock_ratio_temperature_scaling","1","exact_run_id"
"run_2026_03_16_024004_relaxation_temperature_scaling_test","relaxation","results\relaxation\runs\run_2026_03_16_024004_relaxation_temperature_scaling_test","tables/relaxation_temperature_scaling_fit.csv","","","","","","0",""
"run_2026_03_16_024719_relaxation_temperature_scaling_test","relaxation","results\relaxation\runs\run_2026_03_16_024719_relaxation_temperature_scaling_test","tables/relaxation_temperature_scaling_fit.csv","","","","","","0",""
"run_2026_03_16_025004_relaxation_temperature_scaling_test","relaxation","results\relaxation\runs\run_2026_03_16_025004_relaxation_temperature_scaling_test","tables/relaxation_temperature_scaling_fit.csv","","","","","","0",""
"run_2026_03_16_080251_relaxation_temperature_scaling_test","relaxation","results\relaxation\runs\run_2026_03_16_080251_relaxation_temperature_scaling_test","tables/relaxation_temperature_scaling_fit.csv","","","","","","0",""
"run_2026_03_16_080409_relaxation_temperature_scaling_test","relaxation","results\relaxation\runs\run_2026_03_16_080409_relaxation_temperature_scaling_test","tables/relaxation_temperature_scaling_fit.csv","reports/relaxation_temperature_scaling_report.md","","","","","0",""
"run_2026_03_16_080603_relaxation_temperature_scaling_test","relaxation","results\relaxation\runs\run_2026_03_16_080603_relaxation_temperature_scaling_test","tables/relaxation_temperature_scaling_fit.csv","reports/relaxation_temperature_scaling_report.md","results/relaxation/runs/run_2026_03_16_080603_relaxation_temperature_scaling_test","30_runs_evidence/runpacks/runpack__relaxation__run_2026_03_16_080603_relaxation_temperature_scaling_test__v2026_03_23.zip","analysis_relaxation_temperature_scaling","report_relaxation_temperature_scaling","1","exact_run_id"
"run_2026_03_16_110426_observable_catalog_completion","cross_experiment","results\cross_experiment\runs\run_2026_03_16_110426_observable_catalog_completion","","","","","","","0",""
"run_2026_03_16_110455_observable_catalog_completion","cross_experiment","results\cross_experiment\runs\run_2026_03_16_110455_observable_catalog_completion","","","","","","","0",""
"run_2026_03_16_110547_observable_catalog_completion","cross_experiment","results\cross_experiment\runs\run_2026_03_16_110547_observable_catalog_completion","tables/observable_catalog.csv;tables/observable_summary.csv","reports/observable_catalog_report.md","","","","","0",""
"run_2026_03_16_110632_observable_catalog_completion","cross_experiment","results\cross_experiment\runs\run_2026_03_16_110632_observable_catalog_completion","tables/observable_catalog.csv;tables/observable_summary.csv","reports/observable_catalog_report.md","","","","","0",""
"run_2026_03_16_145120_observable_physics_reduction","cross_experiment","results\cross_experiment\runs\run_2026_03_16_145120_observable_physics_reduction","tables/minimal_observable_set.csv;tables/observable_role_classification.csv","reports/observable_physics_reduction_report.md","","","","","0",""
"run_2026_03_16_145158_observable_physics_reduction","cross_experiment","results\cross_experiment\runs\run_2026_03_16_145158_observable_physics_reduction","tables/minimal_observable_set.csv;tables/observable_role_classification.csv","reports/observable_physics_reduction_report.md","","","","","0",""
"run_2026_03_16_145913_observable_physics_completeness_audit","cross_experiment","results\cross_experiment\runs\run_2026_03_16_145913_observable_physics_completeness_audit","","","","","","","0",""
