file_path,has_time_axis,has_signal,signal_varies_with_time,valid_relaxation
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_180406_kappa_from_pt_agent14\tables\kappa_prediction_models.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_181142_barrier_to_dynamics_mechanism_agent13\tables\barrier_to_A_models.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_181142_barrier_to_dynamics_mechanism_agent13\tables\barrier_to_R_models.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_203318_kappa_vs_speak_decoupling\tables\kappa_decoupling_metrics.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_203318_kappa_vs_speak_decoupling\tables\kappa_vs_speak_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_203406_prediction_falsification_test\tables\heldout_scalar_predictions.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_203406_prediction_falsification_test\tables\prediction_metrics.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_233808_alpha_res_state\tables\alpha_res_PT_baseline_models.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_233808_alpha_res_state\tables\alpha_res_benchmarks.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_233808_alpha_res_state\tables\alpha_res_state_model_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_233808_alpha_res_state\tables\alpha_res_state_univariate_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_233808_alpha_res_state\tables\alpha_res_vs_state.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_233930_alpha_res_state\tables\alpha_res_PT_baseline_models.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_233930_alpha_res_state\tables\alpha_res_benchmarks.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_233930_alpha_res_state\tables\alpha_res_state_model_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_233930_alpha_res_state\tables\alpha_res_state_univariate_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_233930_alpha_res_state\tables\alpha_res_vs_state.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_234045_alpha_res_state\tables\alpha_res_PT_baseline_models.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_234045_alpha_res_state\tables\alpha_res_benchmarks.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_234045_alpha_res_state\tables\alpha_res_state_model_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_234045_alpha_res_state\tables\alpha_res_state_univariate_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_234045_alpha_res_state\tables\alpha_res_vs_state.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_235802_R_trajectory\tables\R_vs_trajectory.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_235802_R_trajectory\tables\R_vs_trajectory_PT_baseline.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_235802_R_trajectory\tables\R_vs_trajectory_benchmarks.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_235802_R_trajectory\tables\R_vs_trajectory_model_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_235802_R_trajectory\tables\R_vs_trajectory_univariate_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_000112_R_trajectory\tables\R_vs_trajectory.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_000112_R_trajectory\tables\R_vs_trajectory_PT_baseline.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_000112_R_trajectory\tables\R_vs_trajectory_benchmarks.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_000112_R_trajectory\tables\R_vs_trajectory_model_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_000112_R_trajectory\tables\R_vs_trajectory_univariate_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_002707_a_prediction_from_switching_agent24a\tables\A_prediction_final_flags.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_002707_a_prediction_from_switching_agent24a\tables\A_prediction_from_switching.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_002707_a_prediction_from_switching_agent24a\tables\A_prediction_loocv_metrics.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003414_aging_prediction_pt_state_trajectory\tables\aging_prediction_ablation.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003414_aging_prediction_pt_state_trajectory\tables\aging_prediction_best_model.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003414_aging_prediction_pt_state_trajectory\tables\aging_prediction_master_table.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003414_aging_prediction_pt_state_trajectory\tables\aging_prediction_models.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003741_aging_prediction_agent24b\tables\aging_prediction_ablation.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003741_aging_prediction_agent24b\tables\aging_prediction_best_model.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003741_aging_prediction_agent24b\tables\aging_prediction_master_table.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003741_aging_prediction_agent24b\tables\aging_prediction_models.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003830_aging_prediction_agent24b\tables\aging_prediction_ablation.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003830_aging_prediction_agent24b\tables\aging_prediction_best_model.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003830_aging_prediction_agent24b\tables\aging_prediction_master_table.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003830_aging_prediction_agent24b\tables\aging_prediction_models.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003911_aging_prediction_agent24b\tables\aging_prediction_ablation.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003911_aging_prediction_agent24b\tables\aging_prediction_best_model.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003911_aging_prediction_agent24b\tables\aging_prediction_master_table.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003911_aging_prediction_agent24b\tables\aging_prediction_models.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003942_aging_prediction_agent24b\tables\aging_prediction_ablation.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003942_aging_prediction_agent24b\tables\aging_prediction_best_model.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003942_aging_prediction_agent24b\tables\aging_prediction_master_table.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003942_aging_prediction_agent24b\tables\aging_prediction_models.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_004501_aging_kappa1_prediction_agent24d\tables\aging_kappa1_loocv.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_004501_aging_kappa1_prediction_agent24d\tables\aging_kappa1_models.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_005343_aging_kappa1_prediction_agent24d\tables\aging_kappa1_loocv.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_005343_aging_kappa1_prediction_agent24d\tables\aging_kappa1_models.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_011319_aging_kappa2_closure\tables\aging_kappa2_best_model.csv,YES,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_011319_aging_kappa2_closure\tables\aging_kappa2_master_table.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_011319_aging_kappa2_closure\tables\aging_kappa2_models.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_011319_aging_kappa2_closure\tables\aging_kappa2_residuals.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_011408_aging_alpha_closure_alpha_residual\tables\aging_alpha_closure_master_table.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_011408_aging_alpha_closure_alpha_residual\tables\aging_alpha_closure_models.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_011408_aging_alpha_closure_alpha_residual\tables\aging_alpha_closure_residual_audit.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_011517_aging_alpha_closure_alpha_residual\tables\aging_alpha_closure_master_table.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_011517_aging_alpha_closure_alpha_residual\tables\aging_alpha_closure_models.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_011517_aging_alpha_closure_alpha_residual\tables\aging_alpha_closure_residual_audit.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_012056_aging_alpha_closure_alpha_residual\tables\aging_alpha_closure_best_model.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_012056_aging_alpha_closure_alpha_residual\tables\aging_alpha_closure_master_table.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_012056_aging_alpha_closure_alpha_residual\tables\aging_alpha_closure_models.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_012056_aging_alpha_closure_alpha_residual\tables\aging_alpha_closure_residual_audit.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_012433_aging_kappa2_closure\tables\aging_kappa2_best_model.csv,YES,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_012433_aging_kappa2_closure\tables\aging_kappa2_master_table.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_012433_aging_kappa2_closure\tables\aging_kappa2_models.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_012433_aging_kappa2_closure\tables\aging_kappa2_residuals.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_014455_aging_hermetic_closure_agent24i\tables\aging_hermetic_closure_models.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_014455_aging_hermetic_closure_agent24i\tables\aging_hermetic_closure_residuals.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_014455_aging_hermetic_closure_agent24i\tables\aging_hermetic_master_table.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_015008_aging_hermetic_closure_agent24i\tables\aging_hermetic_closure_models.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_015008_aging_hermetic_closure_agent24i\tables\aging_hermetic_closure_residuals.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_015008_aging_hermetic_closure_agent24i\tables\aging_hermetic_master_table.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_legacy_cross_experiment\tables\observables\cross_experiment_observables_all.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_legacy_cross_experiment\tables\observables\cross_experiment_observables_mean_by_T.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_legacy_cross_experiment\tables\observables\pivot_switching_temperature_vs_observable.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\legacy_root\runs\run_legacy_results_root\tables\C2_dipWindowSweep.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\phaseC\runs\run_legacy_phaseC\tables\leaveOneOut_20260223_232507\leaveOneOut_results.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\csv\S_ridge_peak_trajectory.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\csv\S_temperature_cuts_values_long.csv,NO,YES,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\csv\S_time_cuts_meta.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\csv\S_time_cuts_values.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\csv\S_variance_by_temperature.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\csv\S_variance_reduction_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\csv\alignment_t0_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\csv\dense_temperature_cuts_S_values_long.csv,NO,YES,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\csv\dense_temperature_cuts_dM_values_long.csv,NO,YES,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\csv\dense_temperature_cuts_meta.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\csv\dense_time_cuts_S_values.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\csv\dense_time_cuts_dM_values.csv,NO,YES,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\csv\dense_time_cuts_meta.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\csv\map_S_gauss2d.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\csv\map_S_raw.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\csv\map_S_sg_100md.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\csv\map_S_sg_200md.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\csv\map_dM_gauss2d.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\csv\map_dM_raw.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\csv\map_dM_sg_100md.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\csv\map_dM_sg_200md.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\csv\ridge_trajectory_overlay.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\csv\time_grid_used.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\derivative_smoothing\S_ridge_peak_trajectory.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\derivative_smoothing\S_temperature_cuts_values_long.csv,NO,YES,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\derivative_smoothing\S_time_cuts_meta.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\derivative_smoothing\S_time_cuts_values.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\derivative_smoothing\S_variance_by_temperature.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\derivative_smoothing\S_variance_reduction_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\derivative_smoothing\alignment_t0_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\derivative_smoothing\dense_temperature_cuts_S_values_long.csv,NO,YES,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\derivative_smoothing\dense_temperature_cuts_dM_values_long.csv,NO,YES,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\derivative_smoothing\dense_temperature_cuts_meta.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\derivative_smoothing\dense_time_cuts_S_values.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\derivative_smoothing\dense_time_cuts_dM_values.csv,NO,YES,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\derivative_smoothing\dense_time_cuts_meta.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\derivative_smoothing\map_S_gauss2d.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\derivative_smoothing\map_S_raw.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\derivative_smoothing\map_S_sg_100md.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\derivative_smoothing\map_S_sg_200md.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\derivative_smoothing\map_dM_gauss2d.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\derivative_smoothing\map_dM_raw.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\derivative_smoothing\map_dM_sg_100md.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\derivative_smoothing\map_dM_sg_200md.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\derivative_smoothing\ridge_trajectory_overlay.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing\derivative_smoothing\time_grid_used.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_014001_coordinate_audit\tables\relaxation_coordinate_metric_map.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_015246_coordinate_extraction\tables\coordinates_relaxation.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_073818_svd_audit\tables\svd_spectrum.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_073818_svd_audit\tables\svd_spectrum_S.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_074713_svd_audit\tables\svd_spectrum.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_074713_svd_audit\tables\svd_spectrum_S.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_102734_svd_audit\tables\svd_spectrum.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_102734_svd_audit\tables\svd_spectrum_S.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_103044_svd_audit\tables\svd_spectrum.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_103044_svd_audit\tables\svd_spectrum_S.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_103713_svd_audit\tables\svd_spectrum.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_103713_svd_audit\tables\svd_spectrum_S.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_113434_svd_audit\tables\svd_spectrum.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_113434_svd_audit\tables\svd_spectrum_S.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_114441_svd_audit\tables\reconstruction_error_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_114441_svd_audit\tables\svd_spectrum.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_114441_svd_audit\tables\svd_spectrum_S.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_133938_time_mode_analysis\tables\barrier_scaling_metrics.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_133938_time_mode_analysis\tables\collapse_metrics.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_133938_time_mode_analysis\tables\time_mode_fits.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_142409_geometry_observables\tables\svd_spectrum.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_142409_geometry_observables\tables\svd_spectrum_S.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143118_geometry_observables\tables\reconstruction_error_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143118_geometry_observables\tables\svd_spectrum.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143118_geometry_observables\tables\svd_spectrum_S.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\observables.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_results.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_150549_geometry_observables\tables\deltaM_first_five_singular_values.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_150549_geometry_observables\tables\deltaM_mode_profiles.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_150549_geometry_observables\tables\deltaM_reconstruction_metrics.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_150549_geometry_observables\tables\reconstruction_error_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_150549_geometry_observables\tables\svd_spectrum.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_150549_geometry_observables\tables\svd_spectrum_S.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_151424_geometry_observables\observables.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_151424_geometry_observables\tables\S_first_five_singular_values.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_151424_geometry_observables\tables\deltaM_first_five_singular_values.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_151424_geometry_observables\tables\deltaM_mode_profiles.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_151424_geometry_observables\tables\deltaM_reconstruction_metrics.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_175048_relaxation_observable_stability_audit\observables.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_175048_relaxation_observable_stability_audit\tables\observables_relaxation.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_175048_relaxation_observable_stability_audit\tables\stability_report.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_175048_relaxation_observable_stability_audit\tables\stability_scenarios.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_175048_relaxation_observable_stability_audit\tables\temperature_observables.csv,YES,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_11_143323_beta_T_audit\tables\beta_T_fits.csv,YES,NO,NO,NO
C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_11_143323_beta_T_audit\tables\beta_T_stability_summary.csv,YES,NO,NO,NO
