"file_path","classification","reason"
"./results_old/cross_experiment/runs/run_2026_03_16_110547_observable_catalog_completion/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_16_110632_observable_catalog_completion/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_16_145120_observable_physics_reduction/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_16_145158_observable_physics_reduction/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_16_145913_observable_physics_completeness_audit/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_16_150042_observable_physics_completeness_audit/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_16_151335_observable_basis_sufficiency_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_16_151417_observable_basis_sufficiency_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_16_151440_observable_basis_sufficiency_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_16_151513_observable_basis_sufficiency_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_16_152954_observable_basis_sufficiency_robustness/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_16_153030_observable_basis_sufficiency_robustness/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_16_153106_observable_basis_sufficiency_robustness/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_16_173124_R_X_reconciliation_analysis/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_16_173235_R_X_reconciliation_analysis/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_16_173307_R_X_reconciliation_analysis/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_17_062756_phase_diagram_synthesis/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_17_062942_phase_diagram_synthesis/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_17_063053_phase_diagram_synthesis/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_17_063154_phase_diagram_synthesis/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_17_063312_phase_diagram_synthesis/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_17_063546_phase_diagram_synthesis/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_17_063802_phase_diagram_synthesis/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_17_063903_phase_diagram_synthesis/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_17_070309_repository_documentation/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_17_070502_repository_documentation/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_17_070643_repository_documentation/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_17_070830_repository_documentation/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_17_071027_repository_documentation/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_17_071311_observable_naming_update/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_22_080529_x_single_observable_residual_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_22_080734_x_single_observable_residual_test_corrected/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_22_091808_dimensionless_constrained_basin_scan/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_23_162548_x_necessity_tests/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_23_171749_svd_projection_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_23_172510_svd_projection_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_030732_barrier_to_relaxation_mechanism/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_031205_barrier_to_relaxation_mechanism/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_031904_barrier_to_relaxation_mechanism/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_034859_barrier_relaxation_mechanism_closure/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_035350_barrier_relaxation_mechanism_closure/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_040041_barrier_relaxation_mechanism_closure/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_041304_pt_to_phi_prediction/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_041503_temperature_regime_analysis/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_041503_temperature_regime_analysis/run_temperature_regime_analysis.m","UNKNOWN","Runnable script not explicitly declared canonical in repository registry/docs"
"./results_old/cross_experiment/runs/run_2026_03_25_042420_pt_to_phi_prediction/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_043540_alternative_coordinate_search/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_043540_pt_to_phi_prediction/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_043622_alternative_coordinate_search/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_044142_alternative_coordinate_search/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_044412_alternative_coordinate_search/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_044523_alternative_coordinate_search/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_180406_kappa_from_pt_agent14/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_181142_barrier_to_dynamics_mechanism_agent13/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_203018_prediction_falsification_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_203406_prediction_falsification_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_233421_alpha_res_state/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_233607_alpha_res_state/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_233721_alpha_res_state/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_233808_alpha_res_state/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_233930_alpha_res_state/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_234045_alpha_res_state/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_235432_alpha_res_trajectory/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_25_235802_R_trajectory/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_26_000112_R_trajectory/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_26_002707_a_prediction_from_switching_agent24a/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_26_003414_aging_prediction_pt_state_trajectory/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_26_003741_aging_prediction_agent24b/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_26_003830_aging_prediction_agent24b/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_26_003911_aging_prediction_agent24b/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_26_003942_aging_prediction_agent24b/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_26_004501_aging_kappa1_prediction_agent24d/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_26_005343_aging_kappa1_prediction_agent24d/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_26_011319_aging_kappa2_closure/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_26_011408_aging_alpha_closure_alpha_residual/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_26_011517_aging_alpha_closure_alpha_residual/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_26_012056_aging_alpha_closure_alpha_residual/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_26_012433_aging_kappa2_closure/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_26_014455_aging_hermetic_closure_agent24i/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_2026_03_26_015008_aging_hermetic_closure_agent24i/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/cross_experiment/runs/run_legacy_cross_experiment/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/legacy_root/runs/run_legacy_results_root/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/phaseC/runs/run_legacy_phaseC/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_09_205312_derivative_smoothing/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_10_014001_coordinate_audit/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_10_015246_coordinate_extraction/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_10_073818_svd_audit/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_10_074713_svd_audit/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_10_102734_svd_audit/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_10_103044_svd_audit/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_10_103713_svd_audit/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_10_113434_svd_audit/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_10_114441_svd_audit/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_10_133938_time_mode_analysis/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_10_142409_geometry_observables/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_10_143118_geometry_observables/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_10_143906_timelaw_observables/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_10_150549_geometry_observables/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_10_151424_geometry_observables/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_10_175048_relaxation_observable_stability_audit/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_11_142636_beta_T_audit/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_11_143034_beta_T_audit/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_11_143323_beta_T_audit/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_11_195951_beta_T_audit/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_16_024004_relaxation_temperature_scaling_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_16_024719_relaxation_temperature_scaling_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_16_025004_relaxation_temperature_scaling_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_16_080251_relaxation_temperature_scaling_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_16_080409_relaxation_temperature_scaling_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_16_080603_relaxation_temperature_scaling_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_27_112254_build_relaxation_dataset_pipeline_captur/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_29_184220_relaxation_measurement_robustness_audit_01/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_29_232553_relaxation_measurement_focused_t0_norm_w/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_03_30_124439_relaxation_canonical_implementation_chec/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_04_02_143558_test_execution_probe/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_04_02_143651_test_execution_probe/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_04_02_144209_test_execution_probe/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_2026_04_02_162232_test_execution_probe/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_legacy_corrected_geometry/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_legacy_derivative_smoothing/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_legacy_geometry_maps/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_legacy_geometry_maps_relaxband/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_legacy_geometry_maps_relaxband_validation/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_legacy_kww_model/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_legacy_log_model/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation/runs/run_legacy_observable_survey/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/relaxation_canonical/runs/run_2026_03_29_172821/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/repository_audit/runs/run_2026_03_09_212439_repository_compliance_audit/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/repository_audit/runs/run_2026_03_09_221205_switching_helper_refactor/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/_extract_run_2026_03_24_220314_residual_decomposition/run_2026_03_24_220314_residual_decomposition/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_09_132236_switching_alignment_audit/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_09_141041_switching_alignment_audit/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_09_145524_switching_alignment_audit/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_09_222702_alignment_audit/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_09_223621_mechanism_survey/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_09_224017_mechanism_followup/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_09_224359_mode23_analysis/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_09_224738_observable_basis_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_09_225131_second_coordinate_duel/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_09_225513_second_observable_search/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_09_225929_shape_rank_analysis/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_09_230048_XI_Xshape_analysis/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_10_112659_alignment_audit/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_12_230929_switching_energy_scale_collapse_filtered/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_12_231143_switching_energy_scale_collapse_filtered/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_12_234016_switching_full_scaling_collapse/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_12_235922_switching_full_scaling_collapse_figure_r/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_13_112155_switching_geometry_diagnostics/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_13_152008_switching_effective_observables/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_14_161801_switching_dynamic_shape_mode/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_14_200522_switching_residual_collapse_verification/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_14_200723_switching_residual_collapse_verification/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_14_200939_switching_residual_collapse_verification/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_14_210205_switching_ridge_susceptibility_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_14_210347_switching_translation_mode_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_14_210551_switching_ridge_susceptibility_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_14_212255_switching_ridge_motion_decomposition/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_14_214124_switching_a1_model_scan/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_14_214125_switching_a1_single_derivative_scan/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_14_222708_switching_a1_model_scan/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_14_225930_switching_a1_static_vs_dynamic_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_15_131431_switching_a1_vs_dX_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_15_134104_switching_a1_vs_logdS_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_15_172302_switching_a1_vs_logdS_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_15_172420_switching_a1_vs_logdS_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_15_172539_switching_a1_vs_logdS_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_15_205458_switching_a1_vs_curvature_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_15_212718_switching_a1_vs_curvature_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_15_221649_switching_a1_amplitude_response_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_15_222144_switching_a1_amplitude_response_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_15_225310_switching_activation_signature_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_15_225418_switching_ridge_temperature_susceptibili/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_15_225725_switching_activation_signature_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_15_225730_switching_ridge_temperature_susceptibili/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_15_225834_switching_activation_signature_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_15_230047_switching_activation_signature_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/switching/runs/run_2026_03_15_230257_switching_a1_integral_consistency_test/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
