finding_id,severity,category,source_file,source_row_or_line,rule_id,semantic_family_id,message,recommended_action,hard_fail_condition,notes
SW_PF_00129,WARN,lint_text_scan,reports/switching_semantic_contract_materialization.md,21,SW_LINT_002,,Lint pattern matched (SW_LINT_002) in reports/switching_semantic_contract_materialization.md at 21.,Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id,,"| `tables/switching_semantic_allowed_use_matrix.csv` | Machine-readable **YES / NO / CONDITIONAL / WARN** grid per family vs canonical-source claims, corrected-old pathway, diagnostics, visualization, replay, future comparison, **forbidden-evidence tagging**, old-analysis gating, cross-module gating. |"
SW_PF_00130,WARN,lint_text_scan,reports/switching_semantic_contract_materialization.md,21,SW_LINT_003,,Lint pattern matched (SW_LINT_003) in reports/switching_semantic_contract_materialization.md at 21.,Use CORRECTED_CANONICAL_OLD_ANALYSIS namespace_id plus authoritative index row,,"| `tables/switching_semantic_allowed_use_matrix.csv` | Machine-readable **YES / NO / CONDITIONAL / WARN** grid per family vs canonical-source claims, corrected-old pathway, diagnostics, visualization, replay, future comparison, **forbidden-evidence tagging**, old-analysis gating, cross-module gating. |"
SW_PF_00131,WARN,lint_text_scan,reports/switching_semantic_contract_materialization.md,33,SW_LINT_002,,Lint pattern matched (SW_LINT_002) in reports/switching_semantic_contract_materialization.md at 33.,Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id,,- **`::column/residual_percent`** → **`EXPERIMENTAL_PTCDF_DIAGNOSTIC`** / diagnostic-mode classification aligned with **`tables/switching_analysis_classification_status.csv`** (not corrected-old residual authority).
SW_PF_00132,WARN,lint_text_scan,reports/switching_semantic_contract_materialization.md,33,SW_LINT_003,,Lint pattern matched (SW_LINT_003) in reports/switching_semantic_contract_materialization.md at 33.,Use CORRECTED_CANONICAL_OLD_ANALYSIS namespace_id plus authoritative index row,,- **`::column/residual_percent`** → **`EXPERIMENTAL_PTCDF_DIAGNOSTIC`** / diagnostic-mode classification aligned with **`tables/switching_analysis_classification_status.csv`** (not corrected-old residual authority).
SW_PF_00133,WARN,lint_text_scan,reports/switching_semantic_contract_materialization.md,33,SW_LINT_009,,Lint pattern matched (SW_LINT_009) in reports/switching_semantic_contract_materialization.md at 33.,S_tag EXPERIMENTAL_PTCDF_DIAGNOSTIC never CORRECTED backbone without bridge,,- **`::column/residual_percent`** → **`EXPERIMENTAL_PTCDF_DIAGNOSTIC`** / diagnostic-mode classification aligned with **`tables/switching_analysis_classification_status.csv`** (not corrected-old residual authority).
SW_PF_00134,WARN,lint_text_scan,reports/switching_semantic_contract_materialization.md,42,SW_LINT_002,,Lint pattern matched (SW_LINT_002) in reports/switching_semantic_contract_materialization.md at 42.,Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id,,### Broad old-analysis replay
SW_PF_00135,WARN,lint_text_scan,reports/switching_semantic_contract_materialization.md,50,SW_LINT_002,,Lint pattern matched (SW_LINT_002) in reports/switching_semantic_contract_materialization.md at 50.,Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id,,### Phase 4 — Corrected-old replay
SW_PF_00136,WARN,lint_text_scan,reports/switching_semantic_contract_materialization.md,50,SW_LINT_003,,Lint pattern matched (SW_LINT_003) in reports/switching_semantic_contract_materialization.md at 50.,Use CORRECTED_CANONICAL_OLD_ANALYSIS namespace_id plus authoritative index row,,### Phase 4 — Corrected-old replay
SW_PF_00137,WARN,lint_text_scan,reports/switching_semantic_contract_materialization.md,52,SW_LINT_002,,Lint pattern matched (SW_LINT_002) in reports/switching_semantic_contract_materialization.md at 52.,Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id,,"**`SAFE_TO_PROCEED_TO_PHASE4_CORRECTED_OLD_REPLAY=NO`** until Phase 3 lint/preflight exists and passes on touched paths. Corrected-old **authority** remains tied to **`CORRECTED_OLD_AUTH_BUILDER`**, artifact index rows, and **`builder_status`** — not replay helpers."
SW_PF_00138,WARN,lint_text_scan,reports/switching_semantic_contract_materialization.md,52,SW_LINT_003,,Lint pattern matched (SW_LINT_003) in reports/switching_semantic_contract_materialization.md at 52.,Use CORRECTED_CANONICAL_OLD_ANALYSIS namespace_id plus authoritative index row,,"**`SAFE_TO_PROCEED_TO_PHASE4_CORRECTED_OLD_REPLAY=NO`** until Phase 3 lint/preflight exists and passes on touched paths. Corrected-old **authority** remains tied to **`CORRECTED_OLD_AUTH_BUILDER`**, artifact index rows, and **`builder_status`** — not replay helpers."
SW_PF_00139,WARN,lint_text_scan,reports/switching_semantic_contract_materialization.md,60,SW_LINT_010,,Lint pattern matched (SW_LINT_010) in reports/switching_semantic_contract_materialization.md at 60.,Separate GEOCANON_DESCRIPTOR from OLD_RESIDUAL_DECOMP backbone claims,,"See **`tables/switching_semantic_materialization_status.csv`** for all **`YES`/`NO`** keys including **geocanon vs residual**, **PT/CDF quarantine**, **forbidden terms as WARN rules**, and **hard-fail reservation**."
SW_PF_00140,WARN,lint_text_scan,reports/switching_semantic_sidecar_manifest_helper_contract.md,26,SW_LINT_001,,Lint pattern matched (SW_LINT_001) in reports/switching_semantic_sidecar_manifest_helper_contract.md at 26.,Add semantic_family_id plus source_column_class per switching_semantic_taxonomy,,"The sidecar template covers **path and type**, **semantic family and alias**, **namespace**, **lineage** (source artifact, commit/run, script, column class), **claim and use policy** (claim_level, allowed_use, forbidden_use), **safety flags** (quarantine, manuscript, replay, canonical), **lifecycle** (stale/superseded, supersession reference, lineage_id, run_id), **provenance** (hashes, timestamps, creator), and **validation/lint** status plus **notes**. Full definitions and validation hints are"
SW_PF_00141,WARN,lint_text_scan,reports/switching_semantic_sidecar_manifest_helper_contract.md,47,SW_LINT_002,,Lint pattern matched (SW_LINT_002) in reports/switching_semantic_sidecar_manifest_helper_contract.md at 47.,Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id,,"Each row documents **required inputs and outputs**, **must-not-do** constraints (no mutation of analysis artifacts, no rename/replay from validators), **failure behavior**, and whether the helper is **required before Phase 4 corrected-old replay** vs **optional for diagnostics**."
SW_PF_00142,WARN,lint_text_scan,reports/switching_semantic_sidecar_manifest_helper_contract.md,47,SW_LINT_003,,Lint pattern matched (SW_LINT_003) in reports/switching_semantic_sidecar_manifest_helper_contract.md at 47.,Use CORRECTED_CANONICAL_OLD_ANALYSIS namespace_id plus authoritative index row,,"Each row documents **required inputs and outputs**, **must-not-do** constraints (no mutation of analysis artifacts, no rename/replay from validators), **failure behavior**, and whether the helper is **required before Phase 4 corrected-old replay** vs **optional for diagnostics**."
SW_PF_00143,WARN,lint_text_scan,reports/switching_semantic_sidecar_manifest_helper_contract.md,61,SW_LINT_001,,Lint pattern matched (SW_LINT_001) in reports/switching_semantic_sidecar_manifest_helper_contract.md at 61.,Add semantic_family_id plus source_column_class per switching_semantic_taxonomy,,"**Severity policy:** **WARN-first** for schema drift, missing optional metadata, dirty tree without explanation, unknown family with waiver, and matrix **WARN/CONDITIONAL** paths. **HARD_FAIL** is reserved for **unsafe canonical or authoritative promotion** when the allowed-use matrix or **HARD_FAIL** lint rules (e.g. unsafe promotion class such as **SW_LINT_019** per Phase 2 materialization) forbid the asserted posture—in particular when **canonical_safe** or equivalent promotion would contradi"
SW_PF_00144,WARN,lint_text_scan,reports/switching_semantic_sidecar_manifest_helper_contract.md,63,SW_LINT_002,,Lint pattern matched (SW_LINT_002) in reports/switching_semantic_sidecar_manifest_helper_contract.md at 63.,Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id,,## Phase 4 corrected-old replay readiness gate
SW_PF_00145,WARN,lint_text_scan,reports/switching_semantic_sidecar_manifest_helper_contract.md,63,SW_LINT_003,,Lint pattern matched (SW_LINT_003) in reports/switching_semantic_sidecar_manifest_helper_contract.md at 63.,Use CORRECTED_CANONICAL_OLD_ANALYSIS namespace_id plus authoritative index row,,## Phase 4 corrected-old replay readiness gate
SW_PF_00146,WARN,lint_text_scan,reports/switching_semantic_sidecar_manifest_helper_contract.md,65,SW_LINT_002,,Lint pattern matched (SW_LINT_002) in reports/switching_semantic_sidecar_manifest_helper_contract.md at 65.,Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id,,Before **broad** or **production** corrected-old replay:
SW_PF_00147,WARN,lint_text_scan,reports/switching_semantic_sidecar_manifest_helper_contract.md,65,SW_LINT_003,,Lint pattern matched (SW_LINT_003) in reports/switching_semantic_sidecar_manifest_helper_contract.md at 65.,Use CORRECTED_CANONICAL_OLD_ANALYSIS namespace_id plus authoritative index row,,Before **broad** or **production** corrected-old replay:
SW_PF_00148,WARN,lint_text_scan,reports/switching_semantic_sidecar_manifest_helper_contract.md,74,SW_LINT_002,,Lint pattern matched (SW_LINT_002) in reports/switching_semantic_sidecar_manifest_helper_contract.md at 74.,Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id,,| No broad old replay until gates pass | **`BROAD_OLD_ANALYSIS_REPLAY_ALLOWED_NOW`** remains **NO** until governance explicitly changes; **`SAFE_TO_PROCEED_TO_PHASE4_CORRECTED_OLD_REPLAY`** stays **NO** until Phase 3 is implemented and passes for the replay lane. |
SW_PF_00149,WARN,lint_text_scan,tables/switching_semantic_taxonomy.csv,row_13:forbidden_use,SW_LINT_008,GAUGE_VISUALIZATION_DIAGNOSTIC,SW_LINT_008 stem in column 'forbidden_use' (tables/switching_semantic_taxonomy.csv row 13).,Replace with X_eff gauge id or overlay diagnostic naming per policy,,X_canon publication claims; merge with CORRECTED Phi authority
SW_PF_00150,WARN,lint_text_scan,tables/switching_semantic_taxonomy.csv,row_13:notes,SW_LINT_008,GAUGE_VISUALIZATION_DIAGNOSTIC,SW_LINT_008 stem in column 'notes' (tables/switching_semantic_taxonomy.csv row 13).,Replace with X_eff gauge id or overlay diagnostic naming per policy,,Forbidden alias X_canon per artifact policy.
SW_PF_00151,WARN,lint_text_scan,tables/switching_semantic_taxonomy.csv,row_19:notes,SW_LINT_008,CANON_COLLAPSE_PTCDF_OVERLAY_DIAGNOSTIC,SW_LINT_008 stem in column 'notes' (tables/switching_semantic_taxonomy.csv row 19).,Replace with X_eff gauge id or overlay diagnostic naming per policy,,Collapse_canon ambiguous—use overlay diagnostic alias.
SW_PF_00152,WARN,lint_text_scan,tables/switching_semantic_alias_map.csv,row_14:notes,SW_LINT_008,CANON_COLLAPSE_PTCDF_OVERLAY_DIAGNOSTIC,SW_LINT_008 stem in column 'notes' (tables/switching_semantic_alias_map.csv row 14).,Replace with X_eff gauge id or overlay diagnostic naming per policy,,collapse_canon forbidden stem.
SW_PF_00153,WARN,lint_text_scan,tables/switching_semantic_forbidden_terms.csv,row_10:forbidden_or_ambiguous_term,SW_LINT_008,,SW_LINT_008 stem in column 'forbidden_or_ambiguous_term' (tables/switching_semantic_forbidden_terms.csv row 10).,Replace with X_eff gauge id or overlay diagnostic naming per policy,,X_canon
SW_PF_00154,WARN,lint_text_scan,tables/switching_semantic_forbidden_terms.csv,row_10:examples,SW_LINT_008,,SW_LINT_008 stem in column 'examples' (tables/switching_semantic_forbidden_terms.csv row 10).,Replace with X_eff gauge id or overlay diagnostic naming per policy,,X_canon axis label
SW_PF_00155,WARN,lint_text_scan,tables/switching_semantic_forbidden_terms.csv,row_11:forbidden_or_ambiguous_term,SW_LINT_008,,SW_LINT_008 stem in column 'forbidden_or_ambiguous_term' (tables/switching_semantic_forbidden_terms.csv row 11).,Replace with X_eff gauge id or overlay diagnostic naming per policy,,collapse_canon
SW_PF_00156,WARN,lint_text_scan,tables/switching_semantic_forbidden_terms.csv,row_11:examples,SW_LINT_008,,SW_LINT_008 stem in column 'examples' (tables/switching_semantic_forbidden_terms.csv row 11).,Replace with X_eff gauge id or overlay diagnostic naming per policy,,collapse_canon plot
SW_PF_00157,WARN,lint_text_scan,tables/switching_semantic_forbidden_terms.csv,row_12:forbidden_or_ambiguous_term,SW_LINT_008,,SW_LINT_008 stem in column 'forbidden_or_ambiguous_term' (tables/switching_semantic_forbidden_terms.csv row 12).,Replace with X_eff gauge id or overlay diagnostic naming per policy,,Phi_canon
SW_PF_00158,WARN,lint_text_scan,tables/switching_semantic_forbidden_terms.csv,row_12:examples,SW_LINT_008,,SW_LINT_008 stem in column 'examples' (tables/switching_semantic_forbidden_terms.csv row 12).,Replace with X_eff gauge id or overlay diagnostic naming per policy,,Phi_canon shape
SW_PF_00159,WARN,lint_text_scan,tables/switching_semantic_forbidden_terms.csv,row_12:notes,SW_LINT_008,,SW_LINT_008 stem in column 'notes' (tables/switching_semantic_forbidden_terms.csv row 12).,Replace with X_eff gauge id or overlay diagnostic naming per policy,,Forbidden alias stem per artifact policy; same collision class as kappa_canon.
SW_PF_00160,WARN,lint_text_scan,tables/switching_semantic_forbidden_terms.csv,row_13:forbidden_or_ambiguous_term,SW_LINT_008,,SW_LINT_008 stem in column 'forbidden_or_ambiguous_term' (tables/switching_semantic_forbidden_terms.csv row 13).,Replace with X_eff gauge id or overlay diagnostic naming per policy,,kappa_canon
SW_PF_00161,WARN,lint_text_scan,tables/switching_semantic_forbidden_terms.csv,row_13:ambiguity_reason,SW_LINT_008,,SW_LINT_008 stem in column 'ambiguity_reason' (tables/switching_semantic_forbidden_terms.csv row 13).,Replace with X_eff gauge id or overlay diagnostic naming per policy,,same as Phi_canon collision surface
SW_PF_00162,WARN,lint_text_scan,tables/switching_semantic_forbidden_terms.csv,row_13:examples,SW_LINT_008,,SW_LINT_008 stem in column 'examples' (tables/switching_semantic_forbidden_terms.csv row 13).,Replace with X_eff gauge id or overlay diagnostic naming per policy,,kappa_canon curve
SW_PF_00163,WARN,lint_text_scan,tables/switching_semantic_rename_plan.csv,row_14:reason,SW_LINT_008,CANON_COLLAPSE_PTCDF_OVERLAY_DIAGNOSTIC,SW_LINT_008 stem in column 'reason' (tables/switching_semantic_rename_plan.csv row 14).,Replace with X_eff gauge id or overlay diagnostic naming per policy,,collapse_canon forbidden stem in outputs.
SW_PF_00164,WARN,lint_text_scan,tables/switching_semantic_materialized_artifact_registry.csv,row_19:forbidden_use,SW_LINT_008,GAUGE_VISUALIZATION_DIAGNOSTIC,SW_LINT_008 stem in column 'forbidden_use' (tables/switching_semantic_materialized_artifact_registry.csv row 19).,Replace with X_eff gauge id or overlay diagnostic naming per policy,,X_canon publication claim
SW_PF_00165,WARN,lint_text_scan,tables/switching_semantic_materialized_artifact_registry.csv,row_37:forbidden_use,SW_LINT_008,GAUGE_VISUALIZATION_DIAGNOSTIC,SW_LINT_008 stem in column 'forbidden_use' (tables/switching_semantic_materialized_artifact_registry.csv row 37).,Replace with X_eff gauge id or overlay diagnostic naming per policy,,X_canon claim
SW_PF_00166,WARN,lint_text_scan,tables/switching_semantic_allowed_use_matrix.csv,row_13:notes,SW_LINT_008,GAUGE_VISUALIZATION_DIAGNOSTIC,SW_LINT_008 stem in column 'notes' (tables/switching_semantic_allowed_use_matrix.csv row 13).,Replace with X_eff gauge id or overlay diagnostic naming per policy,,X_eff gauge-specific; no X_canon.
SW_PF_00167,WARN,lint_text_scan,tables/switching_semantic_lint_rules.csv,row_9:detection_pattern_or_condition,SW_LINT_008,,SW_LINT_008 stem in column 'detection_pattern_or_condition' (tables/switching_semantic_lint_rules.csv row 9).,Replace with X_eff gauge id or overlay diagnostic naming per policy,,token X_canon or collapse_canon or Phi_canon or kappa_canon
SW_PF_00168,WARN,lint_text_scan,tables/switching_semantic_lint_rules.csv,row_9:maps_to_forbidden_term,SW_LINT_008,,SW_LINT_008 stem in column 'maps_to_forbidden_term' (tables/switching_semantic_lint_rules.csv row 9).,Replace with X_eff gauge id or overlay diagnostic naming per policy,,X_canon collapse_canon Phi_canon kappa_canon
SW_PF_00169,WARN,lint_text_scan,reports/switching_semantic_synthesis_and_rename_plan.md,61,SW_LINT_008,,SW_LINT_008 stem match in reports/switching_semantic_synthesis_and_rename_plan.md line 61.,Replace with X_eff gauge id or overlay diagnostic naming per policy,,"**`tables/switching_semantic_forbidden_terms.csv`** lists bare phrases (*canonical backbone*, *canonical Phi/kappa*, *corrected-old*, *paper figures*, *X_canon*, *collapse_canon*, *Phi_canon*, *kappa_canon*, *geocanon as residual canon*, *PTCDF as corrected-old authority*, etc.) with **severity**, **required qualification**, and **safe replacement** language."
SW_PF_00170,WARN,mixed_producer_row,tables/switching_semantic_materialized_artifact_registry.csv,31,SW_LINT_013,CANON_GEN_MIXED_PRODUCER,switching_canonical_S_long referenced without ::column split on this row — verify REG001-style split coverage.,Emit explicit column-level registry rows for S_long.,,REG001_switching_canonical_S_long_mixed_table
SW_PF_00171,WARN,allowed_use,tables/switching_semantic_materialized_artifact_registry.csv,39,SW_PF_MATRIX,taxonomy_container,semantic_family_id not found in allowed_use_matrix: taxonomy_container,Add matrix row or fix registry family id.,,
